	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d
492	492.00000	1.96400	82.57394	21.74826	30.35862	-111.28856	24.39800	-3.48375	39.94590	16.22295	-75.94385	-63.81703	-41.41606	-4.08276	10.24332	-119.64104	22.81936	-72.67314	-124.86926	-72.42509	281.86176	-68.06343	-56.98543	0.36214	0.42194	2.40812	-0.85361	
493	493.00000	1.96800	82.16239	21.33673	29.68972	-111.87936	23.68414	-2.11633	40.40847	17.22104	-76.20595	-64.17139	-41.38784	-4.10116	10.46328	-146.80173	-22.58485	-87.83205	119.61689	-85.28854	550.47076	-54.16071	-27.31561	0.36004	0.41854	2.25282	-0.90292	
494	494.00000	1.97200	81.86613	22.70995	29.07565	-112.37226	23.23952	1.35871	40.42879	16.94399	-76.41713	-64.37221	-40.87101	-4.12459	11.17251	-157.20850	-59.14400	-168.97893	-28.62739	-196.00420	319.06873	-42.37294	-28.34307	0.35726	0.41522	2.09942	-0.96615	
495	495.00000	1.97600	80.79478	21.09919	28.79486	-113.41438	21.77597	1.13059	41.66550	17.28086	-76.60775	-64.52946	-41.54490	-4.25383	11.05576	-116.93578	-84.46540	-298.80298	-201.52266	-260.75513	249.14246	-59.31084	-152.00668	0.35448	0.41174	2.01068	-1.04629	
496	496.00000	1.98000	79.45811	21.11364	28.87023	-113.84464	21.07474	3.02823	42.34887	17.70551	-76.72547	-64.59219	-41.35120	-4.43067	11.24673	-79.25962	-18.99660	-294.72635	-141.18550	-161.16080	312.37170	-54.55118	-143.11320	0.35198	0.40832	1.89584	-0.99023	
497	497.00000	1.98400	78.46900	19.94206	27.99483	-115.03592	20.15679	2.55318	43.22020	18.71607	-76.92747	-64.66993	-41.85651	-4.23454	11.46737	-36.46898	-16.69544	-269.30936	-125.96048	-155.98083	245.00427	-45.74315	-42.11926	0.34930	0.40518	1.76177	-0.91835	
498	498.00000	1.98800	77.28446	20.10661	27.72699	-115.38418	19.34853	3.96530	44.02047	18.99393	-77.13426	-64.53614	-41.82828	-4.52972	11.33063	6.01247	5.34629	-261.81204	7.99377	-82.31950	179.67389	-21.11417	79.88845	0.34660	0.40205	1.70178	-0.85231	
499	499.00000	1.99200	76.39067	20.00802	26.74107	-115.88271	18.95976	4.48941	45.08446	18.75816	-77.23238	-64.37499	-41.87343	-4.43716	11.51023	7.04173	87.61279	-212.38789	5.83533	15.55043	158.84688	-12.69602	93.83159	0.34411	0.39861	1.70979	-0.79764	
500	500.00000	1.99600	75.57478	20.15222	25.98906	-116.16313	18.71638	5.33954	45.66543	19.29596	-77.14689	-64.25224	-41.68277	-4.25431	12.18850	-11.39770	80.58334	-162.65619	71.59607	83.35441	365.72852	-35.16272	24.96519	0.34191	0.39508	1.65496	-0.75713	
501	501.00000	2.00000	75.10470	20.58053	25.17532	-117.08489	18.93302	6.42610	46.06929	20.33002	-77.09048	-64.15231	-41.49828	-4.09050	12.53914	-6.28145	66.76114	-133.15996	76.93964	38.12246	611.66174	-17.59760	35.72237	0.33961	0.39139	1.55881	-0.73360	
502	502.00000	2.00400	74.49115	20.77575	24.46527	-117.28748	18.32972	6.93762	46.43871	23.07866	-77.00600	-64.17593	-41.31295	-3.97037	12.94703	-52.16273	54.87632	-219.25397	138.87254	-17.42505	483.26974	-29.84006	-59.98891	0.33740	0.38754	1.47567	-0.74871	
503	503.00000	2.00800	73.35004	21.68326	24.35437	-117.83006	18.41814	8.44915	46.87363	22.80292	-76.78671	-64.21771	-41.08800	-3.73059	13.51143	-89.74533	9.99755	-325.52902	81.26163	-100.89037	189.51555	-27.38311	-123.38632	0.33565	0.38356	1.34522	-0.72641	
504	504.00000	2.01200	71.89137	21.42984	24.37589	-118.38875	17.48197	8.62758	47.64095	23.43032	-76.47548	-64.34988	-41.38154	-3.63953	13.70208	-86.02721	-18.76972	-306.01212	267.28409	-60.35289	-120.92068	72.48434	-26.76992	0.33349	0.37947	1.23582	-0.69240	
505	505.00000	2.01600	70.90355	23.82419	24.93542	-118.92062	18.20786	12.74489	48.37876	18.97033	-76.11913	-64.46193	-40.24989	-3.46087	14.18942	-106.55611	-42.91306	-257.14716	340.52930	20.07499	-70.05203	31.97778	-53.98269	0.33097	0.37536	1.10677	-0.60157	
506	506.00000	2.02000	69.84792	24.14919	24.88943	-120.14830	17.89075	13.62447	48.93039	19.52556	-75.67761	-64.48423	-40.38095	-3.46034	14.41366	-138.68082	-75.96630	-325.38327	134.59024	-115.19653	268.78125	23.73451	-49.79056	0.32877	0.37111	1.03510	-0.58623	
507	507.00000	2.02400	68.29112	24.90128	25.26743	-120.76997	17.45848	14.89584	49.55109	19.71181	-75.19226	-64.38414	-40.56261	-3.59892	14.64329	-132.22105	-69.92886	-289.12405	137.43417	-76.15042	148.58220	94.41850	-14.35314	0.32576	0.36702	1.04627	-0.49974	
508	508.00000	2.02800	67.54089	25.24973	24.98206	-121.66210	17.32237	15.81804	50.58682	19.28993	-74.57839	-64.25067	-40.64281	-3.74494	15.04967	-129.30550	-47.86893	-191.04237	90.21748	-5.42908	136.41296	147.63715	21.16869	0.32294	0.36286	1.05368	-0.27537	
509	509.00000	2.03200	66.75807	25.62338	24.65242	-122.28639	17.09345	16.61914	51.48138	19.71026	-74.11193	-64.18417	-40.74764	-3.96308	15.49735	-150.36812	-2.96296	-217.39229	99.71008	-51.09614	123.03742	169.11554	16.43210	0.31962	0.35877	0.93468	-0.10333	
510	510.00000	2.03600	65.82221	26.04610	23.85298	-123.01694	16.30719	16.90501	52.44315	19.59399	-73.32452	-63.92999	-41.05532	-3.81847	16.29984	-119.34555	1.42527	-237.68263	123.17553	29.36890	141.95493	140.02058	-47.28519	0.31653	0.35436	0.72952	0.04943	
511	511.00000	2.04000	64.80405	26.60810	23.64660	-124.20150	16.78310	17.63653	52.92190	20.22564	-72.55935	-63.70633	-40.95081	-3.87042	16.59475	-78.46535	-39.73047	-259.79099	197.40398	27.11217	374.75323	169.05055	0.57801	0.31341	0.34979	0.55649	0.14842	
512	512.00000	2.04400	63.76400	27.62563	23.35710	-125.17659	16.24328	18.45893	52.96671	21.65310	-71.77856	-63.26183	-41.01166	-3.82437	16.65046	-47.53312	-18.11206	-213.16101	210.82191	-19.28795	387.42184	208.11131	95.64526	0.31030	0.34533	0.40664	0.19862	
513	513.00000	2.04800	63.10336	28.29421	22.55377	-126.35960	15.99466	18.72912	53.59431	22.66609	-71.26193	-63.05177	-40.87519	-3.70243	16.69847	-29.75820	-46.29784	-132.00703	316.92505	-16.38460	445.22195	212.03368	120.66175	0.30717	0.34095	0.27593	0.29581	
514	514.00000	2.05200	62.66951	30.15919	22.08932	-127.27621	15.36143	19.93334	53.68693	24.34385	-70.55472	-62.57942	-40.82224	-3.98570	16.39117	-64.40628	-130.80742	-67.92903	521.33478	-122.56117	588.50348	156.53404	64.73853	0.30384	0.33642	0.14762	0.46036	
515	515.00000	2.05600	62.51910	32.46518	21.69952	-128.20103	14.49503	21.54936	53.70087	25.70262	-69.84052	-61.98162	-40.81191	-4.36959	16.02751	-111.19513	-110.05599	-53.66617	619.80029	-133.67134	506.76184	144.88408	71.41516	0.30045	0.33189	0.03013	0.65184	
516	516.00000	2.06000	62.23854	35.12240	20.71688	-129.09877	13.44296	22.88490	53.71497	26.65154	-69.00805	-61.27292	-40.95202	-4.57743	16.28110	-134.72621	-72.46478	-62.81579	612.83270	-143.82249	309.23578	167.85735	99.19331	0.29665	0.32723	-0.04605	0.84130	
517	517.00000	2.06400	62.01656	37.37495	19.87362	-129.47777	12.19638	24.17694	54.34922	26.62421	-68.05740	-60.53980	-41.12568	-4.98529	16.46943	-131.74957	-61.67644	-111.91034	551.39404	-221.76256	195.46468	196.70129	106.57604	0.29297	0.32246	-0.10688	0.89785	
518	518.00000	2.06800	61.34776	39.53213	19.18586	-129.57835	10.69538	25.02771	54.92284	26.96230	-66.93469	-59.85319	-41.54330	-5.21262	16.76818	-122.16288	-46.17443	-147.66467	505.34113	-221.55759	222.90779	186.49388	83.00811	0.28967	0.31733	-0.18547	0.81328	
519	519.00000	2.07200	60.82458	41.41521	18.78559	-129.57179	9.73159	25.72504	55.71478	27.51560	-65.74019	-59.00529	-41.65512	-5.48335	17.01615	-140.00142	-60.17374	-151.44887	445.53424	-141.34996	256.54449	191.88576	117.86289	0.28639	0.31214	-0.27895	0.68071	
520	520.00000	2.07600	60.13120	43.09586	18.77853	-129.65491	9.30486	26.31703	56.40026	28.28430	-64.53125	-58.20417	-41.63361	-5.67502	17.34104	-131.29062	-51.44127	-136.31580	408.12854	-71.49718	243.64807	263.98630	240.18840	0.28294	0.30674	-0.44797	0.60418	
521	521.00000	2.08000	59.73121	44.68298	18.22031	-129.74019	8.79875	26.56886	57.22773	28.99623	-63.40347	-57.60231	-41.60231	-5.83907	17.57910	-98.64935	-58.06995	-78.82558	452.64178	-15.19028	206.60033	230.96434	278.57376	0.27913	0.30126	-0.64092	0.65385	
522	522.00000	2.08400	59.50059	46.72079	17.78157	-130.17613	8.54411	27.36968	57.63934	29.36830	-62.26245	-56.59770	-41.41271	-5.96913	17.68498	-116.96453	-63.67150	-50.57884	495.09940	49.17228	170.22884	223.57840	325.64297	0.27512	0.29608	-0.77577	0.72045	
523	523.00000	2.08800	59.32702	48.64859	17.18035	-130.57419	8.52163	27.86632	58.28429	29.66339	-61.33397	-55.97723	-41.13502	-6.07254	18.06134	-129.22176	-47.69937	12.98057	559.72980	68.57536	139.09604	240.54813	338.50726	0.27027	0.29111	-0.90149	0.83463	
524	524.00000	2.09200	59.60556	51.20034	16.28985	-131.25461	8.11816	28.74999	58.53564	29.75591	-60.44081	-55.19992	-40.83218	-6.04617	18.45714	-68.86470	-40.89096	72.58243	746.98114	-34.18745	209.24890	181.12074	235.80820	0.26592	0.28599	-0.97633	0.98498	
525	525.00000	2.09600	59.90879	54.61731	15.35101	-131.48119	7.04401	30.04597	58.27701	30.20198	-59.47914	-54.29012	-40.53342	-6.08885	18.46648	-49.65441	-19.50676	97.27853	818.44348	-180.07283	279.88184	213.53279	201.58206	0.26164	0.28095	-0.99557	1.14925	
526	526.00000	2.10000	60.37845	57.75188	13.85912	-131.40364	5.06797	30.93923	58.24571	30.84366	-58.55931	-53.55447	-40.47854	-6.14004	18.82773	-101.08467	-40.96196	79.04937	741.28198	-278.09961	280.29785	251.86122	200.55724	0.25754	0.27563	-0.97160	1.32313	
527	527.00000	2.10400	60.54292	60.55509	12.82151	-131.03542	3.14682	31.98969	58.38425	31.42189	-57.66829	-52.69161	-40.44971	-6.42198	18.91067	-122.52858	-75.53973	-2.04236	669.62213	-278.79886	242.83902	272.23892	209.91667	0.25349	0.27045	-0.96152	1.47693	
528	528.00000	2.10800	60.37283	63.11938	12.21345	-130.57974	1.75482	32.96731	58.60571	31.72238	-56.65676	-51.81562	-40.31621	-6.63595	19.08787	-191.69267	-69.71458	-34.99397	623.81012	-172.60925	179.35321	240.01781	220.85129	0.24968	0.26507	-1.09978	1.61239	
529	529.00000	2.11200	60.30953	65.55309	11.41040	-130.27104	0.84859	33.68137	58.99097	31.97408	-55.67309	-50.64808	-40.16534	-6.78317	19.64528	-231.07794	-95.99483	38.02641	594.56433	-28.01278	168.47049	202.21262	282.22098	0.24600	0.25993	-1.24430	1.69754	
530	530.00000	2.11600	60.71706	67.87605	10.73575	-130.11574	0.57674	34.48233	59.43146	32.28903	-54.87752	-49.57399	-39.77070	-7.07939	19.86207	-202.60326	-88.88776	228.82364	561.10333	93.15294	209.48352	210.07646	341.57260	0.24190	0.25502	-1.26840	1.76802	
531	531.00000	2.12000	62.15724	70.03505	9.05303	-129.83237	0.07837	34.65126	60.09465	33.15498	-54.06576	-48.60625	-39.42075	-7.24860	20.35380	-205.41431	-91.38158	422.18951	558.01447	91.63744	241.86900	216.05574	337.20728	0.23849	0.24994	-1.29563	1.79236	
532	532.00000	2.12400	64.08580	72.34280	7.41637	-129.25060	-0.81231	35.22936	60.79618	33.85313	-53.11843	-47.66682	-39.03989	-7.71144	20.75749	-171.24585	-69.54889	592.15356	603.26459	-29.06008	177.90529	212.20876	303.29642	0.23492	0.24454	-1.33144	1.81910	
533	533.00000	2.12800	66.84930	74.86270	4.84599	-128.22925	-2.81398	35.66375	61.50615	34.08744	-52.11121	-46.57162	-38.77996	-7.78621	21.18840	-125.94392	-80.39925	709.42712	584.27728	-173.51622	187.40614	199.89749	258.65463	0.23086	0.23929	-1.30875	2.00124	
534	534.00000	2.13200	69.75394	77.01488	2.57126	-126.52311	-5.18126	36.17918	62.50318	34.89487	-51.22720	-45.64596	-38.37021	-8.43248	21.20513	-179.19466	-101.19063	649.36511	533.39539	-214.07704	-20.51044	192.05682	242.87006	0.22647	0.23422	-1.31099	2.21714	
535	535.00000	2.13600	72.08313	79.15699	1.00115	-124.44856	-6.83211	37.97989	65.79648	32.90557	-50.46317	-44.67535	-37.25220	-8.67928	22.12397	-177.72215	-31.51424	631.23883	572.96259	-227.33450	162.56961	156.45491	234.72113	0.22125	0.22950	-1.40573	2.50922	
536	536.00000	2.14000	74.81635	81.50796	-1.76210	-122.26562	-9.44134	36.38866	64.64194	36.06274	-49.68532	-43.58172	-37.55999	-8.96682	22.55275	-163.05908	-6.79732	601.54669	556.97583	-155.61473	131.57436	149.00922	256.05536	0.21585	0.22468	-1.62005	2.73529	
537	537.00000	2.14400	76.89139	83.76025	-3.11657	-119.90976	-10.29770	37.85542	68.18501	34.05897	-49.11835	-43.06786	-36.30223	-9.04883	23.79819	-211.46997	-69.32780	416.26862	615.38959	-121.45381	-123.97554	149.28008	284.81866	0.21021	0.22029	-1.81472	2.68793	
538	538.00000	2.14800	78.14233	86.39451	-3.15180	-118.03686	-11.14302	38.75712	69.12748	34.14261	-48.47708	-42.52457	-35.52211	-9.23424	24.20669	-263.59286	-149.26967	205.04417	628.39185	-304.39575	143.99507	133.41235	301.79306	0.20423	0.21574	-1.90362	2.48943	
539	539.00000	2.15200	78.55443	88.79403	-2.13623	-115.87705	-12.30714	39.37576	69.62614	34.66308	-47.77943	-41.51957	-35.00357	-9.36565	24.90605	-320.33426	-221.24342	165.37099	626.30920	-440.86691	288.68939	123.22645	301.44290	0.19829	0.21125	-1.86811	2.32407	
540	540.00000	2.15600	79.46571	91.42905	-1.00577	-113.61009	-13.72547	40.36053	69.65759	35.89274	-47.22849	-41.19762	-34.69578	-9.90071	25.10938	-356.69913	-412.38525	252.63770	621.08258	-447.68481	399.89725	115.69881	302.65134	0.19247	0.20700	-1.62415	2.26047	
541	541.00000	2.16000	80.58720	93.76323	1.11352	-111.85384	-14.57225	43.07994	70.43420	36.57824	-46.75145	-40.59413	-33.81355	-10.71708	24.60841	-395.67526	-501.03546	247.02486	544.03052	-561.63330	539.48950	93.66747	296.68030	0.18699	0.20279	-1.47114	2.24150	
542	542.00000	2.16400	81.45193	95.81449	3.03785	-109.10860	-16.73155	43.74384	69.34736	39.07061	-46.34217	-39.74802	-33.65850	-11.49646	24.33754	-423.45947	-472.94943	240.90791	707.60931	-873.43176	818.22540	112.38501	283.58035	0.18200	0.19887	-1.33771	2.33134	
543	543.00000	2.16800	82.64027	99.49876	5.31835	-105.30049	-20.20148	44.53291	65.61578	42.60023	-45.93716	-39.37696	-33.92363	-12.31177	23.92295	-437.92487	-389.60788	579.98175	791.81073	-904.38629	779.51721	118.66441	280.57413	0.17777	0.19468	-1.20552	2.66207	
544	544.00000	2.17200	86.09454	102.12801	5.71457	-100.17758	-23.16069	46.23086	66.32263	44.26160	-45.59187	-38.43483	-33.57996	-12.99921	24.55766	-422.71408	-359.51712	731.42590	577.67419	-710.66241	589.67316	94.14948	284.73331	0.17354	0.19039	-1.34017	2.85912	
545	545.00000	2.17600	88.47981	104.11636	7.04222	-96.66765	-25.60053	47.94526	66.28330	45.92640	-45.36251	-37.87307	-33.29354	-13.39230	24.37853	-342.99475	-224.14082	747.55969	571.64417	-507.49774	395.30237	85.05786	255.24556	0.16928	0.18576	-1.61171	2.62882	
546	546.00000	2.18000	92.06757	106.74283	6.57018	-90.56789	-27.09989	47.70038	67.07040	46.84363	-45.20114	-37.58500	-32.72032	-13.60402	25.58928	-227.88693	-266.78772	513.64050	586.55225	-72.23367	400.47488	77.75032	184.49602	0.16539	0.18099	-1.25764	2.29709	
547	547.00000	2.18400	92.76426	108.65966	6.93465	-91.46411	-26.13333	49.48644	67.92910	48.52024	-45.04167	-37.43392	-30.69475	-13.70927	24.58642	-176.98415	-356.40555	482.31372	553.60181	-176.54793	539.63904	91.30550	122.67477	0.16144	0.17608	-1.17489	2.38585	
548	548.00000	2.18800	95.78581	111.25252	9.15108	-82.69262	-28.68866	50.13926	69.44908	50.26011	-44.72470	-37.50737	-29.99201	-14.25946	24.64584	-185.12134	-135.39471	621.85333	464.73517	-516.21594	503.95651	125.11721	105.31719	0.15715	0.17113	-1.25273	2.51090	
549	549.00000	2.19200	97.66982	112.33663	9.26267	-79.88738	-30.37023	48.92352	68.77494	52.74521	-44.22799	-37.38242	-29.75826	-13.16394	25.04677	-207.08334	-177.02055	986.52216	512.51666	-84.04793	293.84656	157.96184	92.11958	0.15396	0.16576	-1.48120	2.84863	
550	550.00000	2.19600	103.66969	115.39693	8.46664	-73.58827	-29.12430	48.77480	69.82882	53.08471	-43.57841	-37.24015	-27.33828	-12.72100	25.12677	-285.19699	-437.60144	881.94891	608.95111	6.88766	638.65991	194.98035	73.87193	0.15090	0.16022	-1.44096	3.09933	
551	551.00000	2.20000	104.73956	117.17463	10.48651	-66.95129	-30.81159	50.15355	71.46448	57.46531	-42.70295	-37.02258	-26.56335	-14.81213	24.49047	-393.49643	-398.92450	61.66486	-393.76715	4.61757	815.52930	229.93378	92.59972	0.14836	0.15418	-0.80410	2.86600	
552	552.00000	2.20400	104.31857	112.30134	8.61156	-70.92701	-29.10793	50.00467	78.72630	59.14075	-41.70650	-36.77047	-24.19872	-13.88514	25.78824	-465.08380	-274.53183	258.42935	-622.35339	58.84076	562.99023	246.90335	115.58533	0.14534	0.14779	-0.82115	3.13075	
553	553.00000	2.20800	106.76762	112.10569	8.71598	-66.20943	-29.76301	48.77292	79.75610	62.15532	-40.63261	-36.72306	-22.87484	-13.49715	26.59188	-497.80490	-376.18686	668.92377	-28.54245	-51.27581	670.34381	215.99779	107.08176	0.14254	0.14116	-0.82117	3.32399	
554	554.00000	2.21200	109.64071	112.07577	8.50296	-61.85979	-29.44815	48.68451	81.19157	64.75174	-39.95420	-36.35495	-21.11841	-12.92899	27.16744	-551.24432	-415.43280	588.53510	-41.12134	53.40181	656.75439	142.48933	90.86893	0.13961	0.13516	-0.84673	3.00332	
555	555.00000	2.21600	111.41829	111.77312	9.02881	-58.90490	-29.51457	47.94165	81.64894	67.52961	-39.49385	-36.39710	-19.97060	-12.17978	28.04370	-643.56958	-451.10184	431.18921	-71.02910	158.82312	666.66351	93.42674	65.81794	0.13728	0.12956	-0.88198	2.62973	
556	556.00000	2.22000	113.07056	111.51785	9.82693	-55.74233	-28.87206	48.41357	82.49764	70.13252	-39.17860	-36.53936	-18.49613	-11.45945	28.99260	-614.29620	-493.59003	316.60986	-92.01691	308.46970	763.18317	10.11976	27.13917	0.13488	0.12447	-0.81647	2.32682	
557	557.00000	2.22400	113.88184	111.00677	10.99190	-54.00606	-28.14807	47.01624	82.14243	73.75148	-39.45104	-36.45443	-17.82524	-10.72184	29.17995	-575.47412	-592.20020	190.93253	-39.34023	494.33472	848.42841	-63.15200	-72.29016	0.13136	0.12087	-0.76102	2.08654	
558	558.00000	2.22800	114.58433	111.20362	13.03223	-52.55801	-26.80390	48.03057	81.42595	76.95595	-39.68761	-36.94869	-16.92119	-9.97935	28.88460	-615.82172	-702.69757	101.06174	40.09722	586.44940	822.16595	-115.18607	-107.31135	0.12918	0.11771	-0.73967	2.01077	
559	559.00000	2.23200	114.69390	111.32938	15.50451	-52.04641	-26.19943	48.83733	80.49089	80.05744	-40.36456	-37.36664	-16.08436	-8.98759	28.48125	-586.06488	-715.86218	62.62068	-19.80104	429.20074	885.71021	-207.16138	-125.46321	0.12616	0.11601	-0.66724	2.16480	
560	560.00000	2.23600	115.06735	111.09277	17.49537	-51.46209	-26.11879	47.89914	80.18042	84.07903	-41.39795	-38.03712	-15.33888	-8.17319	27.89182	-538.40063	-794.49030	120.47692	8.25223	313.98657	792.83826	-272.99707	-210.10313	0.12385	0.11527	-0.74999	2.55461	
561	561.00000	2.24000	115.54698	111.33175	19.88894	-49.78502	-26.42496	49.51759	80.16169	86.27866	-42.65301	-39.03773	-13.57344	-6.92600	26.65281	-508.91003	-867.95892	110.38208	22.48187	212.65594	696.02692	-320.65573	-321.29550	0.12157	0.11535	-0.95290	2.78287	
562	562.00000	2.24400	115.93958	111.35113	21.89643	-48.39376	-27.24913	48.50835	80.24471	89.53838	-44.02460	-40.40837	-12.34331	-5.79194	25.33615	-491.11746	-869.09216	-19.91607	15.21496	174.97267	782.14172	-300.55499	-453.51181	0.11928	0.11615	-1.17576	2.51711	
563	563.00000	2.24800	115.40887	111.44967	24.66354	-47.14771	-28.20066	47.22186	79.94716	92.92367	-45.07515	-42.03344	-11.55523	-4.62792	23.94736	-510.68570	-823.70441	-62.94637	23.61452	286.56421	740.89563	-261.97858	-471.97058	0.11722	0.11673	-1.50570	2.14835	
564	564.00000	2.25200	115.43701	111.54024	25.89040	-44.88253	-27.66709	45.61946	80.03163	95.95354	-46.08741	-43.61124	-10.32845	-3.29847	23.11502	-574.25104	-822.25598	10.36576	16.42815	437.19263	771.07330	-233.83861	-436.80865	0.11404	0.11746	-1.74254	1.87079	
565	565.00000	2.25600	115.50409	111.59011	27.18397	-42.81934	-26.47782	42.69930	80.14298	99.87139	-46.75646	-44.95402	-9.42312	-1.98773	22.22251	-618.85455	-783.22028	57.97607	-30.76882	468.24939	905.78442	-132.86961	-392.98746	0.11149	0.11787	-1.75023	1.75982	
566	566.00000	2.26000	115.90414	111.29042	27.31299	-41.23093	-24.96414	39.93629	80.57607	104.15298	-47.14323	-46.23476	-8.38873	-0.63160	21.97744	-620.57709	-777.02783	210.04921	-119.89111	467.50012	991.89404	-42.02856	-375.36929	0.10844	0.11807	-1.67306	1.91746	
567	567.00000	2.26400	117.18707	110.63150	27.32083	-39.76434	-22.83106	37.95484	81.37852	108.57431	-47.19552	-47.59841	-7.43532	0.70715	21.07034	-610.34332	-830.88971	372.20612	-168.62753	491.36679	1069.10693	27.91576	-397.59451	0.10531	0.11778	-1.62556	2.14810	
568	568.00000	2.26800	118.88815	109.94823	26.99464	-38.88499	-20.78725	35.93370	82.14024	113.30024	-47.01066	-49.10855	-6.76211	2.12662	20.34387	-553.02301	-846.25623	448.37778	-129.65482	456.36545	1164.78540	139.91992	-443.20688	0.10198	0.11741	-1.68673	2.25194	
569	569.00000	2.27200	120.78577	109.59631	27.18342	-38.43605	-19.07242	34.08944	82.68336	118.41297	-46.22575	-50.93233	-6.63318	3.46810	18.98818	-559.61395	-946.70050	493.43741	-41.13660	507.56308	1203.03821	173.79103	-453.67856	0.09816	0.11600	-2.00699	2.18168	
570	570.00000	2.27600	122.82784	109.61785	27.30435	-37.52402	-16.96718	32.34872	83.27812	123.36536	-45.61875	-52.52516	-6.68362	4.89582	17.60378	-580.30817	-902.78815	364.95740	69.89551	474.43839	1162.58740	206.36604	-442.83090	0.09408	0.11556	-2.54228	1.90245	
571	571.00000	2.28000	123.70526	110.14285	27.56744	-36.75184	-15.59073	29.55824	83.56468	128.22989	-44.55764	-54.22839	-6.93460	6.44239	16.84540	-511.06958	-787.70538	127.13021	136.25369	361.34702	1151.89429	244.34729	-446.57248	0.08963	0.11407	-3.11024	1.50578	
572	572.00000	2.28400	123.81731	110.70428	28.26265	-36.79190	-14.84528	26.01117	84.09552	133.27090	-43.66279	-56.04049	-7.55907	7.89464	15.92888	-490.30692	-781.88043	-31.28187	142.32719	263.64938	1217.84387	209.60869	-412.82956	0.08455	0.11297	-3.67944	1.43022	
573	573.00000	2.28800	123.50510	111.28922	29.66781	-36.40894	-15.16413	21.71303	84.95237	138.74646	-42.87404	-57.48853	-8.48439	9.24732	15.23528	-486.26968	-764.17749	-164.08578	712.85547	37.52154	1615.21667	147.21724	-358.60840	0.07940	0.11194	-4.71602	1.66760	
574	574.00000	2.29200	122.53594	116.34927	35.91021	-37.17119	-20.62234	17.40232	75.85188	147.03018	-42.51821	-58.85466	-12.08899	11.08799	15.55754	-481.74731	-634.48602	-173.32248	-128.96451	-54.85278	1238.35388	76.92947	-279.12296	0.07446	0.11143	-4.95670	1.89428	
575	575.00000	2.29600	122.12823	110.34159	32.08935	-35.47625	-17.56741	14.15007	87.02966	150.41603	-42.30985	-59.69459	-10.06161	11.59578	14.90005	-461.96317	-664.67200	-96.43604	-841.72400	33.27261	1139.53613	3.45307	-198.40015	0.06937	0.11064	-5.19481	1.82492	
576	576.00000	2.30000	121.75291	109.43675	33.70025	-34.59092	-18.60400	10.93886	88.55293	156.48439	-42.51651	-60.44535	-11.29848	12.56996	14.19764	-421.21362	-731.42609	-105.36949	-283.24127	84.05206	1488.24158	-38.97482	-145.27466	0.06437	0.10999	-6.07518	1.47113	
577	577.00000	2.30400	121.29110	108.06118	35.13667	-34.15966	-19.40091	7.94776	90.51202	162.45956	-42.72617	-60.85794	-12.81436	13.40621	13.83252	-403.03934	-812.88751	-199.33731	-258.90878	384.86728	1283.68005	-6.60656	-116.55937	0.05954	0.10921	-6.39486	1.03284	
