	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_002.c3d
213	213.00000	0.84800	91.19480	103.69409	16.76129	-16.58285	17.69309	-0.70336	22.86422	-33.12310	-23.68185	-12.11289	-17.64565	-4.11939	5.26919	79.14555	25.67548	80.57204	-34.03128	45.35325	-63.88183	-243.73772	25.56858	0.43482	0.35996	-0.10038	-0.26845	
214	214.00000	0.85200	91.23650	103.78049	16.94303	-16.70320	17.71820	-1.17432	22.72066	-32.88034	-24.47693	-12.00712	-17.60137	-3.96338	5.07460	106.70898	37.38286	14.10364	-8.74428	16.96725	-44.76986	-186.64607	59.34904	0.43459	0.36098	0.00370	-0.36143	
215	215.00000	0.85600	91.30643	103.62437	17.31726	-16.57664	17.29612	-2.18059	22.62341	-32.11977	-25.11190	-11.65594	-17.77016	-4.00969	4.70532	99.55090	44.83602	8.17462	83.59599	-24.06908	-62.55028	-178.70694	98.45259	0.43449	0.36174	0.08685	-0.44992	
216	216.00000	0.86000	91.30080	104.44704	16.96276	-16.28857	17.50622	-2.08178	22.96473	-32.54276	-25.86300	-11.23025	-17.57592	-4.01799	4.64507	80.74446	78.10267	-45.30568	147.79372	-62.61940	-47.74231	-210.73126	116.52939	0.43387	0.36290	-0.00886	-0.55004	
217	217.00000	0.86400	90.94411	104.82719	18.23665	-16.35921	15.91262	-2.24768	22.70451	-32.43972	-26.78498	-10.72904	-17.68307	-3.81499	4.69721	89.80474	82.55924	-17.85191	111.26881	-104.44862	28.85961	-241.21048	122.79098	0.43332	0.36382	-0.25680	-0.57911	
218	218.00000	0.86800	91.15943	105.34208	17.45411	-16.10016	16.19976	-1.73588	22.76831	-32.63092	-27.80255	-10.24699	-17.55438	-3.70031	4.59759	98.13589	87.72634	7.98034	31.11590	-102.03839	43.25533	-273.80731	136.13387	0.43270	0.36529	-0.37144	-0.50458	
219	219.00000	0.87200	91.00951	105.07514	19.64539	-16.49713	13.74345	-3.93199	22.92664	-30.54242	-28.99805	-9.63751	-17.84265	-3.61255	4.62063	102.39059	52.81290	1.91199	2.98488	-53.38416	50.25567	-268.77216	137.01764	0.43211	0.36671	-0.30103	-0.39115	
220	220.00000	0.87600	91.17274	105.36736	19.53633	-16.30231	13.77549	-3.65777	23.14500	-30.45611	-29.98310	-9.15301	-17.79465	-3.54235	4.19679	88.06754	24.65401	44.87178	80.50567	-16.30998	13.40467	-260.17978	93.03244	0.43158	0.36817	-0.13775	-0.28992	
221	221.00000	0.88000	91.36719	105.72309	18.30930	-16.22547	14.89576	-2.48679	23.15279	-31.76356	-31.10507	-8.89733	-17.43218	-3.44069	4.13997	58.76652	60.89972	-1.53304	77.72211	-20.68503	-66.24617	-292.72830	56.64876	0.43141	0.36933	-0.11500	-0.32535	
222	222.00000	0.88400	91.16067	105.99366	18.14561	-16.13555	14.94532	-1.73110	23.32300	-32.75705	-32.33896	-8.70130	-17.07632	-3.44992	4.25809	45.43898	10.90110	-46.02838	47.31400	-32.34611	-35.86488	-287.02914	44.73164	0.43109	0.37064	-0.21086	-0.44053	
223	223.00000	0.88800	90.99744	106.10442	17.68972	-15.61229	15.23350	-1.16998	23.41802	-33.26035	-33.40083	-8.53773	-16.83547	-3.47921	3.90535	49.40780	0.10244	-37.14870	-4.64865	-33.74945	-40.70341	-259.09497	30.60669	0.43093	0.37185	-0.27266	-0.51315	
224	224.00000	0.89200	90.86974	105.95567	19.34734	-15.81277	13.51672	-2.59404	23.75897	-32.29296	-34.40053	-8.45336	-16.90742	-3.60160	3.89177	44.54190	38.24518	-25.06511	19.33751	-32.38274	-62.59457	-287.88260	6.09668	0.43059	0.37336	-0.24890	-0.51504	
225	225.00000	0.89600	90.79662	106.26715	20.59419	-16.03096	12.18180	-2.48029	23.50878	-32.55986	-35.69867	-8.48421	-17.07729	-3.42617	3.87237	40.25099	30.15353	-19.81874	28.30923	20.11775	-48.63767	-325.53946	-9.50712	0.43065	0.37500	-0.20647	-0.45705	
226	226.00000	0.90000	90.71481	106.17902	21.99945	-16.36792	11.12701	-3.03285	23.64055	-32.27965	-36.99920	-8.52577	-17.11185	-3.53541	3.82968	61.41254	20.96079	-18.26541	18.72722	100.18730	-40.17765	-312.55014	-18.02861	0.43078	0.37715	-0.11009	-0.38984	
227	227.00000	0.90400	90.65240	106.41270	22.93414	-16.93354	10.73806	-2.40605	23.61228	-32.94890	-38.18795	-8.62867	-17.12521	-3.55701	3.56198	58.97784	39.26612	-30.69631	45.60723	119.00863	-26.41923	-279.10977	7.22137	0.43143	0.37930	0.02237	-0.34525	
228	228.00000	0.90800	90.47141	106.54522	24.95513	-17.73408	9.25231	-3.14183	23.87167	-32.39185	-39.21640	-8.47184	-17.35540	-3.71842	3.66760	62.97415	45.15506	-27.17690	64.77052	91.04423	-8.96288	-286.29691	49.69317	0.43183	0.38174	0.03542	-0.34066	
229	229.00000	0.91200	90.43498	106.90885	24.27892	-17.53413	10.18315	-1.22520	23.94716	-34.09938	-40.46647	-8.23431	-16.92047	-3.90109	3.44149	83.98499	32.50486	-9.51132	82.91718	30.16907	57.36060	-285.72250	59.58589	0.43193	0.38398	-0.05245	-0.37433	
230	230.00000	0.91600	90.39651	107.21157	26.15292	-17.79454	8.35350	-2.21543	24.12956	-32.78115	-41.48627	-7.99450	-17.36720	-3.84095	3.27468	89.58344	20.71558	24.42333	28.13169	-38.65936	91.58472	-267.33893	66.33888	0.43175	0.38644	-0.18802	-0.38820	
231	231.00000	0.92000	90.63146	107.13389	25.94967	-17.29596	8.28249	-2.54611	24.24188	-32.16187	-42.56555	-7.70150	-17.31136	-3.84163	2.90166	103.78725	3.63501	68.36703	-7.05441	-51.03109	57.17459	-294.92535	65.28046	0.43167	0.38894	-0.32338	-0.34682	
232	232.00000	0.92400	90.94338	107.15359	24.78337	-16.77289	9.25337	-1.78886	24.16524	-32.71278	-43.79718	-7.47302	-16.99690	-3.77973	2.51825	90.80823	35.82935	46.70903	-3.87346	-61.81869	25.06489	-315.21677	46.05516	0.43156	0.39165	-0.35288	-0.29361	
233	233.00000	0.92800	91.00945	107.09800	26.85049	-17.10984	6.92550	-3.91831	24.23292	-30.71002	-45.04403	-7.33446	-17.49644	-3.73014	2.47823	124.12191	36.78374	26.41842	1.40178	-72.00784	6.44343	-331.52057	16.46876	0.43166	0.39429	-0.29965	-0.27956	
234	234.00000	0.93200	91.14631	107.16458	25.44125	-16.61825	8.04850	-3.20203	24.06085	-31.37178	-46.43307	-7.33987	-17.10711	-3.61595	1.81264	143.10046	66.52803	4.41063	50.47536	-85.75734	-32.70584	-306.47855	15.76885	0.43207	0.39681	-0.17117	-0.29956	
235	235.00000	0.93600	91.04737	107.50069	26.35785	-17.11266	6.71143	-3.85771	24.05124	-31.02704	-47.49279	-7.20550	-17.18320	-3.48503	1.86374	151.74928	118.81595	-42.42553	67.20834	-87.86945	-12.20916	-246.15927	13.45816	0.43246	0.39951	-0.05753	-0.31149	
236	236.00000	0.94000	90.80796	107.69823	28.37224	-18.06976	4.54542	-5.00298	23.93380	-29.82529	-48.39481	-7.23011	-17.60388	-3.40980	1.51842	159.81429	85.12061	-10.16366	50.32135	-64.72600	26.95501	-209.42679	-38.30842	0.43290	0.40192	-0.09696	-0.29240	
237	237.00000	0.94400	90.96692	107.90426	27.91883	-18.11312	4.70546	-5.90704	24.16933	-28.93745	-49.15439	-7.50910	-17.64124	-3.26383	1.24939	144.45845	53.92408	69.63136	67.40745	-23.78878	45.79986	-235.26364	-47.01147	0.43337	0.40443	-0.24107	-0.24837	
238	238.00000	0.94800	91.36044	108.24763	26.81519	-17.95416	5.83621	-4.99056	24.00954	-29.46986	-50.30791	-7.60520	-17.47815	-3.31720	0.79390	107.54898	45.38595	94.57480	27.48777	46.25103	95.45545	-237.95596	-21.13358	0.43365	0.40664	-0.43568	-0.23263	
239	239.00000	0.95200	91.71684	108.11605	27.46157	-18.48551	5.51043	-6.98358	24.09001	-27.18982	-51.08949	-7.67729	-17.86772	-3.29458	0.74658	52.52150	21.57776	98.48037	-22.44656	103.91299	84.91893	-238.17085	-23.80419	0.43359	0.40930	-0.54040	-0.25039	
240	240.00000	0.95600	92.15090	108.06663	25.47256	-18.04879	7.94180	-6.76766	23.89432	-27.16700	-52.21787	-7.79476	-17.41860	-3.23091	0.56098	60.44233	-7.19418	111.43781	-19.72632	137.00229	48.31473	-231.50597	-14.48144	0.43365	0.41188	-0.49643	-0.27601	
241	241.00000	0.96000	92.60761	107.95981	24.60529	-18.07442	9.31985	-7.64588	23.69872	-26.19749	-52.92791	-7.79155	-17.40281	-3.06892	0.21735	60.56011	-1.26298	100.03333	-51.36885	121.75240	-42.10552	-208.73297	-18.35959	0.43358	0.41411	-0.31834	-0.29888	
242	242.00000	0.96400	92.95110	107.67472	24.54342	-18.13071	9.79997	-8.94877	23.93638	-25.50928	-53.87867	-7.93787	-17.39238	-3.20279	0.05087	65.25595	27.28767	70.21148	-18.02560	60.72695	-182.98520	-233.06076	-34.04052	0.43387	0.41664	-0.03269	-0.29855	
243	243.00000	0.96800	93.16338	107.82198	24.59222	-18.29436	9.81842	-9.41369	24.22367	-26.04386	-54.77795	-8.05448	-17.29816	-3.26425	-0.10361	78.35362	36.60052	6.16492	35.62421	-35.60743	-241.98386	-233.48750	-25.39239	0.43415	0.41940	0.16034	-0.32647	
244	244.00000	0.97200	92.99130	107.96063	25.00621	-18.11801	9.07573	-9.49072	24.49039	-26.95041	-55.72152	-8.13492	-17.13491	-3.29281	-0.28113	82.51082	22.99553	-16.74473	24.03997	-133.44923	-172.14648	-241.21948	-26.15958	0.43408	0.42252	0.11847	-0.32849	
245	245.00000	0.97600	93.02745	108.01548	25.45395	-18.02161	7.93259	-9.77831	24.54879	-27.08890	-56.70757	-8.26037	-17.21432	-3.30785	-0.56026	78.98038	29.94235	-27.15476	77.35911	-225.99779	-52.06878	-240.53822	-23.80407	0.43381	0.42603	0.01705	-0.30524	
246	246.00000	0.98000	92.77428	108.58883	25.70352	-17.59658	6.60391	-9.23239	24.52428	-27.60205	-57.71812	-8.32483	-17.10825	-3.13982	-0.65205	50.85755	30.19779	-76.41434	100.93124	-286.67651	41.92196	-248.98512	-19.10196	0.43357	0.42986	-0.10146	-0.34432	
247	247.00000	0.98400	92.41603	108.82671	27.58045	-17.14011	3.61148	-9.93347	24.75423	-26.61302	-58.85037	-8.41594	-17.35972	-3.24068	-0.73271	62.05091	24.24640	-85.83434	28.09057	-249.91223	62.34724	-255.19370	-7.80270	0.43339	0.43401	-0.20238	-0.34674	
248	248.00000	0.98800	92.09345	108.80783	29.89739	-17.09480	0.59733	-11.42191	25.02970	-25.11633	-59.95992	-8.39150	-17.73303	-3.35936	-1.02402	52.34333	64.57933	-68.36591	7.11642	-176.35472	-36.84761	-240.94380	3.31070	0.43344	0.43770	-0.20343	-0.33223	
249	249.00000	0.99200	91.86930	108.88293	30.71130	-17.04895	-0.79253	-11.97871	24.77862	-25.05303	-60.92807	-8.39380	-17.72307	-3.26417	-0.70982	21.55205	81.87622	-28.10251	4.81512	-99.37318	-105.80929	-211.48151	-7.88990	0.43354	0.44170	-0.24484	-0.33223	
250	250.00000	0.99600	91.86454	108.84380	31.28665	-17.05601	-1.52525	-12.94824	24.61201	-24.57601	-61.70062	-8.45771	-17.80243	-3.10086	-0.58983	29.21151	30.36119	59.22840	-47.45155	2.85186	-59.18933	-165.52556	-32.98636	0.43399	0.44539	-0.37185	-0.34270	
251	251.00000	1.00000	92.34172	108.50274	31.23558	-17.31437	-1.27176	-13.93208	24.75912	-23.75153	-62.26328	-8.65735	-17.75891	-3.16619	-0.72220	19.91835	1.91314	126.09397	-71.66600	-9.53994	34.83110	-130.23651	-49.71333	0.43437	0.44931	-0.55218	-0.39723	
252	252.00000	1.00400	92.87933	108.25330	30.59751	-17.02440	-0.94388	-14.42162	24.61085	-22.95844	-62.74990	-8.85415	-17.67661	-3.05094	-0.69731	11.50814	48.83783	138.16104	-38.41342	-137.53293	99.62930	-109.02404	-52.93061	0.43453	0.45318	-0.61807	-0.42010	
253	253.00000	1.00800	93.44746	108.18597	31.23471	-17.09031	-2.37119	-16.29750	24.98952	-20.80676	-63.18217	-9.07547	-18.07941	-3.01601	-0.40844	68.63446	53.72139	104.80863	-2.55182	-149.99101	123.93233	-82.02233	-48.77015	0.43492	0.45696	-0.55275	-0.42903	
254	254.00000	1.01200	93.71786	108.22848	30.93093	-17.14232	-2.46247	-16.33218	25.03059	-20.23277	-63.42405	-9.24557	-17.84571	-2.95757	-0.79272	105.94667	36.42994	50.48139	-1.00649	-111.90472	89.00333	-58.88002	-52.30040	0.43528	0.46090	-0.45097	-0.43957	
255	255.00000	1.01600	93.85036	108.18786	32.09495	-17.37779	-4.08806	-18.08041	25.39722	-18.48202	-63.66235	-9.48296	-18.08566	-2.97217	-0.91532	129.69627	39.74458	0.23670	-10.10333	-55.82411	20.84491	-57.28458	-18.76343	0.43583	0.46471	-0.30603	-0.39847	
256	256.00000	1.02000	93.71580	108.14600	33.58855	-17.82108	-5.44512	-19.18675	25.33119	-17.48698	-63.84546	-9.37123	-18.18804	-3.05889	-1.49752	168.90324	39.63557	-39.59713	-18.91615	58.89872	-24.65693	-65.77401	-8.84705	0.43628	0.46872	-0.20211	-0.36336	
257	257.00000	1.02400	93.52784	108.03209	34.42308	-18.72864	-5.83391	-20.76034	25.34484	-16.25615	-64.08382	-9.50049	-18.24644	-3.03545	-1.91045	184.14139	44.14148	-25.40895	-21.61773	117.44332	-22.97933	-108.02600	-24.02223	0.43682	0.47338	-0.19589	-0.33526	
258	258.00000	1.02800	93.51264	107.97755	34.54917	-18.95282	-5.41744	-21.72718	25.40068	-15.37428	-64.45031	-9.53084	-18.30241	-2.98894	-2.54696	178.78310	51.46974	36.18162	15.36269	120.18180	-1.95792	-159.27219	-50.32993	0.43719	0.47836	-0.20020	-0.27370	
259	259.00000	1.03200	93.81748	108.16594	32.85884	-18.77847	-3.39172	-21.12712	25.05107	-15.94118	-65.13165	-9.89860	-17.90340	-2.95497	-2.85134	157.22169	53.22916	105.82683	89.48215	104.49517	27.28837	-195.19800	-81.68583	0.43752	0.48397	-0.12882	-0.21118	
260	260.00000	1.03600	94.35893	108.69260	31.95201	-18.88080	-2.12523	-20.50305	24.86605	-16.26654	-65.92863	-10.20083	-17.94913	-2.83345	-3.30904	156.26703	52.49812	107.16881	125.67165	44.87436	17.84511	-217.90022	-91.10268	0.43750	0.48990	0.01167	-0.17537	
261	261.00000	1.04000	94.66948	109.17213	32.45317	-19.07937	-2.64823	-20.98667	24.92143	-15.92557	-66.90883	-10.64893	-18.24542	-2.68488	-3.65074	127.07284	48.59636	86.73936	128.12369	-8.54769	-73.35738	-201.72993	-102.06620	0.43734	0.49580	0.13074	-0.25471	
262	262.00000	1.04400	95.04662	109.72440	31.94044	-19.01982	-2.18267	-20.40872	25.19452	-16.93918	-67.62601	-11.03682	-18.03338	-2.63009	-3.90056	103.58749	34.58225	45.14786	129.57584	-40.42378	-100.52223	-182.87839	-101.29218	0.43715	0.50180	0.12442	-0.39415	
263	263.00000	1.04800	95.02887	110.21053	33.53386	-19.18032	-3.99188	-21.53428	25.75353	-16.23583	-68.36954	-11.47041	-18.39835	-2.47508	-4.17264	80.44530	41.39933	-0.15835	99.74130	-60.33414	-55.51202	-151.22789	-77.29203	0.43745	0.50760	-0.00702	-0.47964	
264	264.00000	1.05200	95.04551	110.51353	34.26019	-19.19661	-4.85721	-21.94384	25.82198	-15.99943	-68.81615	-11.64140	-18.46950	-2.28677	-4.21400	27.96521	25.66368	3.98703	48.71680	-36.06114	24.72824	-99.81487	-23.51990	0.43779	0.51385	-0.23169	-0.54589	
265	265.00000	1.05600	95.06163	110.58546	34.62985	-18.90664	-5.31614	-21.87139	25.84292	-15.73465	-69.19563	-11.62363	-18.27916	-2.24754	-4.20288	-10.12148	16.19044	15.80958	2.09304	-37.62047	143.60924	-95.36584	19.63616	0.43836	0.52017	-0.46626	-0.53978	
266	266.00000	1.06000	95.17136	110.51264	35.51465	-18.94726	-6.34455	-22.35469	25.78920	-14.48102	-69.61774	-11.45353	-18.33225	-2.24985	-4.05420	-32.22525	-21.02757	0.01029	1.91008	-26.10141	262.61374	-94.61414	39.60373	0.43905	0.52653	-0.60254	-0.47089	
267	267.00000	1.06400	95.06289	110.60115	36.62011	-18.89776	-7.40670	-22.45779	26.01433	-13.10528	-69.95617	-11.30433	-18.33941	-2.19925	-4.18159	-23.04313	-32.22827	-49.71227	-28.75103	-11.91346	271.56396	-85.18169	15.05895	0.44010	0.53306	-0.65466	-0.41270	
268	268.00000	1.06800	94.77233	110.28307	38.70458	-19.25431	-9.46024	-23.06437	26.06142	-11.67229	-70.28354	-11.36483	-18.43945	-2.47425	-4.17850	39.36339	29.86707	-55.45193	-65.24127	-75.22644	158.35004	-78.48964	-35.33662	0.44114	0.53967	-0.64687	-0.36500	
269	269.00000	1.07200	94.62102	110.05555	39.93116	-19.32782	-11.13339	-24.44781	26.53259	-10.05049	-70.57581	-11.62015	-18.60277	-2.52538	-4.26987	83.20125	68.59945	-2.88373	-44.65960	-135.97824	23.16556	-56.63673	-53.16366	0.44232	0.54621	-0.47446	-0.32157	
270	270.00000	1.07600	94.74955	109.89893	40.29503	-19.12321	-12.04908	-25.50591	26.70206	-9.30213	-70.63256	-11.84670	-18.66662	-2.59219	-4.24753	103.67013	77.74301	32.61277	3.25206	-153.14229	-108.27517	-41.90188	-58.77351	0.44343	0.55268	-0.16953	-0.32578	
271	271.00000	1.08000	94.88461	110.02551	40.38762	-18.78332	-12.79011	-26.40396	27.26810	-9.16709	-70.81519	-12.13854	-18.63965	-2.47768	-4.37930	130.28551	44.70831	47.75002	76.04046	-130.11661	-123.02995	-38.39196	-72.20700	0.44418	0.55922	0.09478	-0.35299	
272	272.00000	1.08400	95.12950	110.52602	41.34296	-18.66635	-14.08172	-26.57678	27.29695	-9.33341	-71.03877	-12.35604	-18.83922	-2.53236	-4.82679	89.60894	22.58239	65.99715	72.37248	-63.61587	-110.27773	-7.67291	-43.86011	0.44441	0.56576	0.13643	-0.37697	
273	273.00000	1.08800	95.40957	110.60303	40.97789	-18.71008	-13.85835	-27.10435	27.61907	-9.42697	-71.06834	-12.42506	-18.72552	-2.38361	-4.80536	56.15874	48.58080	7.11257	33.29532	8.20155	-51.47284	19.77834	-8.36513	0.44446	0.57242	-0.07841	-0.39731	
274	274.00000	1.09200	95.19513	110.75730	42.07354	-19.63228	-14.70504	-28.40313	27.86221	-8.12820	-71.02793	-12.43406	-18.90947	-2.18255	-4.80803	88.77661	39.85357	-45.55183	16.12617	65.52025	103.23872	31.84141	9.52387	0.44457	0.57879	-0.40728	-0.40439	
275	275.00000	1.09600	95.04453	110.70116	43.19125	-20.06994	-15.42190	-28.99672	27.94265	-6.92923	-70.96375	-12.40709	-18.94021	-2.28281	-5.16962	94.00369	-5.58939	-45.65299	-6.22307	95.08270	270.74655	12.30221	5.63505	0.44479	0.58536	-0.67895	-0.37867	
276	276.00000	1.10000	94.83084	110.70020	45.07888	-21.02510	-16.76435	-29.81247	28.12109	-4.71763	-70.93878	-12.47775	-19.27853	-2.38715	-5.56186	99.73582	34.05317	6.45761	-32.88047	-10.34165	271.57718	9.15711	-8.68575	0.44518	0.59269	-0.70124	-0.33487	
277	277.00000	1.10400	95.06758	110.42711	45.47305	-21.02920	-17.63814	-31.26685	28.48196	-2.75539	-70.84799	-12.53267	-19.49109	-2.39335	-5.63027	59.72751	72.23324	66.90495	-51.13021	-106.60074	141.38309	26.67863	54.30809	0.44553	0.60013	-0.48334	-0.33661	
278	278.00000	1.10800	95.36613	110.27100	45.91375	-21.37301	-18.39623	-32.45167	28.96870	-1.26545	-70.68349	-12.05788	-19.77809	-2.37552	-5.41542	77.76107	28.89415	81.36346	-11.86215	-115.47687	62.65370	39.03498	11.66171	0.44581	0.60768	-0.14847	-0.39614	
279	279.00000	1.11200	95.71609	110.32737	46.68901	-21.06705	-19.69413	-33.13408	29.39427	-0.61863	-70.49010	-12.43953	-20.05736	-2.35194	-5.95211	116.47594	32.71743	86.33355	49.45106	-150.36577	-20.50988	38.04364	-36.98386	0.44632	0.61538	0.14881	-0.45469	
280	280.00000	1.11600	96.05634	110.66603	46.81030	-20.93812	-20.43595	-33.52981	29.20683	-0.48845	-70.32882	-12.34057	-20.18709	-2.05142	-5.98413	56.26535	58.72986	66.69766	69.65742	-129.79584	-93.56620	43.02926	35.46630	0.44618	0.62278	0.24687	-0.45632	
281	281.00000	1.12000	96.23945	110.89244	47.12003	-21.10759	-21.13546	-33.79080	29.10576	-0.79385	-70.14421	-12.13655	-20.15108	-1.97797	-5.86853	22.00558	73.68224	38.06521	45.62809	-96.51627	-152.96967	55.28827	52.69148	0.44576	0.63000	0.08227	-0.42806	
282	282.00000	1.12400	96.35435	111.03078	47.26974	-21.31899	-21.63722	-33.88932	29.20549	-1.39817	-69.93262	-11.90173	-19.89607	-2.07286	-5.55428	-0.91404	76.07912	5.01540	10.49626	-60.55666	-60.10302	66.90256	28.37568	0.44520	0.63698	-0.26176	-0.39429	
283	283.00000	1.12800	96.26773	110.97515	47.97349	-22.65179	-22.41311	-35.35734	29.49334	0.09147	-69.77137	-11.90079	-20.16837	-1.95347	-5.28340	-17.49037	-19.60372	-40.38346	-2.54587	35.32826	146.31044	59.92438	27.43907	0.44520	0.64381	-0.52725	-0.43268	
284	284.00000	1.13200	96.03848	111.01740	49.41928	-23.57345	-23.33748	-35.42535	29.45851	1.11006	-69.57939	-11.67213	-20.25462	-2.12437	-5.64203	-21.58574	-16.04673	-55.03757	23.34963	29.80131	142.09297	45.34601	47.71462	0.44548	0.65051	-0.52324	-0.46517	
285	285.00000	1.13600	95.82687	111.15720	49.78087	-24.20736	-23.83259	-36.13524	29.65440	1.90573	-69.35127	-11.48242	-20.26019	-2.03655	-5.29087	-1.20642	33.65485	-25.21800	-2.93365	-40.29475	3.89910	58.09698	37.94991	0.44570	0.65746	-0.31167	-0.45383	
286	286.00000	1.14000	95.82729	110.99084	50.37586	-24.46235	-24.53362	-36.80148	30.44987	2.33511	-69.08900	-11.28868	-20.35950	-2.16795	-5.32342	-3.01773	5.35549	14.61752	3.06261	-44.45045	-73.97669	46.16443	78.09898	0.44588	0.66481	-0.03316	-0.43763	
287	287.00000	1.14400	95.94386	111.18204	50.63635	-24.66385	-24.96670	-37.23617	30.70286	2.26537	-68.92870	-10.77197	-20.41963	-2.15389	-5.09443	-30.77917	12.46815	47.65509	40.96749	-69.41571	-111.83641	30.51233	126.04855	0.44545	0.67259	0.09788	-0.38004	
288	288.00000	1.14800	96.19406	111.31973	51.27020	-24.57797	-25.90108	-37.92641	31.12775	2.40753	-68.81812	-10.24330	-20.60834	-2.06948	-4.77429	-31.26021	-27.86590	70.88126	9.38146	-46.72054	-39.40541	17.77655	129.08171	0.44453	0.68100	-0.10407	-0.35977	
289	289.00000	1.15200	96.51165	111.24844	52.16072	-24.25810	-26.72799	-38.14266	31.22798	2.72635	-68.77337	-9.76200	-20.57986	-2.09453	-4.86947	-23.94496	-11.35975	69.42125	2.94693	-26.12991	76.78310	51.39075	114.18258	0.44369	0.68960	-0.47074	-0.32645	
290	290.00000	1.15600	96.74286	111.31525	52.71117	-24.30770	-27.42388	-38.89231	31.15125	3.84784	-68.53278	-9.36175	-20.56218	-1.94478	-4.53547	-8.48282	1.87901	40.34272	-28.52054	-8.48651	198.84663	82.11452	82.16689	0.44291	0.69784	-0.78371	-0.29640	
291	291.00000	1.16000	96.83617	110.99913	53.82446	-24.48552	-28.31111	-39.96326	30.83224	5.87637	-68.26612	-9.12883	-20.59387	-1.79821	-4.60095	6.45755	-35.34867	31.78857	-80.72131	26.02247	246.65669	81.96605	39.62529	0.44213	0.70604	-0.87138	-0.33580	
292	292.00000	1.16400	96.98661	110.69614	54.83627	-25.12202	-29.15166	-41.21340	31.26289	7.81065	-67.90566	-9.07096	-20.85346	-1.86789	-4.62257	0.84389	-0.15083	39.33144	-18.39516	4.03773	154.65233	49.96832	2.94455	0.44180	0.71392	-0.63741	-0.35550	
293	293.00000	1.16800	97.15237	110.85538	55.09436	-25.47285	-29.42927	-41.91993	31.03839	8.78891	-67.70931	-9.13687	-20.83868	-1.75523	-4.34708	15.82658	12.19000	-2.14184	23.29599	-16.33506	57.74531	21.80489	10.63507	0.44162	0.72202	-0.34670	-0.41844	
294	294.00000	1.17200	96.97609	110.91100	55.86802	-25.59764	-30.21376	-42.07122	31.33659	9.00759	-67.58676	-8.99132	-20.74546	-1.79211	-4.46447	47.36058	48.43141	-19.90572	38.19229	-64.69313	-2.59342	40.45968	-1.61306	0.44147	0.73050	-0.21006	-0.42077	
295	295.00000	1.17600	96.99474	111.15340	55.76873	-25.86710	-30.55562	-42.64919	30.88119	9.39099	-67.47075	-9.09751	-20.67689	-1.67264	-4.14272	57.67157	35.96898	-11.81889	13.77756	-65.79846	45.88636	18.58901	-37.37394	0.44121	0.73951	-0.28691	-0.39526	
296	296.00000	1.18000	96.87413	111.01344	56.39849	-26.36989	-31.21713	-43.03159	31.74841	10.19836	-67.45590	-9.23633	-20.86763	-1.70721	-4.36315	68.19233	-3.22494	-45.73771	-49.58683	-20.94377	122.92254	-30.68186	-40.53646	0.44103	0.74899	-0.47423	-0.42403	
297	297.00000	1.18400	96.66161	110.77888	56.62675	-27.40128	-31.49353	-43.91055	32.31753	11.44400	-67.56494	-9.39007	-21.00223	-1.73370	-4.49544	45.93409	-12.70401	-65.81926	-90.05972	-6.80684	168.94690	-26.74721	-36.41977	0.44126	0.75877	-0.66756	-0.48467	
