	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Donghyeong_006.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	103.38611	89.70038	4.29345	-35.49295	34.63434	3.57789	20.64458	-33.32314	-18.51218	-17.73626	2.35900	4.43727	1.35951									0.40140	0.43889			3.55200
2	2.00000	0.00400	103.18019	90.20036	4.90005	-35.11504	34.50829	4.62939	21.53343	-34.05647	-18.60498	-18.26381	2.24884	4.46639	1.32950	17.10089	14.87892	-29.82574	55.49989	10.98214	39.86425	-10.90363	-92.81725	0.40167	0.43947			
3	3.00000	0.00800	103.12256	90.14149	5.30081	-35.14949	33.89874	4.14323	21.98306	-33.53692	-18.58438	-18.48736	2.12592	4.51283	1.37556	-14.20707	-2.16314	58.46357	-26.42239	-76.87350	23.52948	15.57599	-29.71444	0.40201	0.43996	0.12546	0.08550	
4	4.00000	0.01200	103.65176	89.98888	4.65249	-35.07001	34.09594	3.55790	22.37187	-32.87526	-18.47703	-18.49246	2.01818	4.57342	1.43377	-36.48209	-17.15923	137.62650	-42.76089	-54.23066	7.82655	34.81996	6.15489	0.40242	0.44035	0.20157	-0.18690	
5	5.00000	0.01600	104.21465	89.79783	4.38449	-35.36895	34.21531	3.05101	22.48367	-32.46451	-18.30921	-18.41586	1.97040	4.64441	1.52845	-42.45049	-26.04366	129.59627	-12.83126	-3.81051	-23.23723	58.02510	12.21271	0.40272	0.44083	0.08917	-0.33902	
6	6.00000	0.02000	104.68981	89.88609	4.20849	-35.61797	34.42801	3.27923	22.50864	-32.80342	-18.00901	-18.36151	1.99348	4.71182	1.56267	-56.82499	-29.55001	96.91154	35.76586	28.60585	-71.41718	27.66741	20.09427	0.40300	0.44130	-0.14869	-0.37315	
