	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_005.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	99.76839	89.36623	14.77760	-18.08517	11.66744	-12.36042	18.09899	-31.96784	-6.56983	-12.41750	-1.63551	-2.78476	-4.07439									0.52649	0.47569			3.81200
2	2.00000	0.00400	99.98237	90.71253	13.67853	-17.07492	12.70647	-6.74149	18.07232	-37.11460	-6.49918	-12.06544	-1.65394	-2.38169	-3.94720	-73.08881	-16.63392	30.97188	200.15315	21.03978	27.35254	-14.44161	63.16439	0.52701	0.47546			
3	3.00000	0.00800	100.01577	90.95665	12.38659	-16.15066	14.12271	-5.68008	18.20302	-38.09942	-6.68530	-11.83990	-1.56132	-2.11166	-3.66776	5.35628	-4.50400	1.39663	2.25995	28.78638	13.08241	40.14347	-12.04454	0.52713	0.47525	-0.06391	-0.67937	
4	4.00000	0.01200	99.98125	90.72074	12.70549	-15.77505	13.86953	-6.80648	18.08415	-36.94830	-6.17542	-12.14956	-1.75451	-2.12690	-4.00632	64.57607	-4.80714	9.58414	-115.17808	31.70917	42.31966	74.55397	-19.41469	0.52682	0.47518	0.40957	-0.47583	
5	5.00000	0.01600	100.10001	90.03374	11.31422	-15.30935	15.41002	-7.75142	17.76729	-35.79041	-6.09089	-12.01358	-1.51768	-2.24027	-4.18135	-21.80031	-41.61749	30.06022	-125.91643	37.93507	47.61860	-8.84016	41.63424	0.52681	0.47526	0.70231	-0.02204	
6	6.00000	0.02000	100.22207	89.72176	10.54148	-15.38680	16.25818	-9.25750	17.50763	-34.23103	-6.24700	-11.84759	-1.32040	-2.07484	-4.15113	-25.00914	0.66091	23.61166	-34.98079	-31.51691	27.27654	6.03604	63.23373	0.52669	0.47546	0.67387	0.39352	
