	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_012.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	93.50192	91.44633	-2.10753	-22.33497	42.56950	-8.44972	27.79441	-39.39631	-26.31258	-6.36170	5.88370	3.82972	-2.13265									0.38746	0.42623			5.99200
2	2.00000	0.00400	94.67771	91.55787	0.59682	-23.29842	41.14610	-8.82403	27.74719	-37.99408	-26.09476	-6.56518	5.25105	3.94718	-1.94040	-104.42265	-117.79702	189.96793	-0.93652	207.21193	207.39780	44.40026	-6.65332	0.38747	0.42685			
3	3.00000	0.00800	95.19515	91.44209	0.91382	-23.59126	41.44834	-9.27812	27.94342	-37.00442	-25.83385	-6.48433	5.28539	4.11321	-2.22497	-42.28598	-48.35173	10.73414	-62.08389	47.52518	85.60102	69.92715	27.54976	0.38789	0.42709	0.44965	0.11019	
4	4.00000	0.01200	94.76727	91.06181	1.14012	-23.59987	41.02893	-9.62498	27.43561	-36.60306	-25.54744	-6.40267	5.48677	3.98626	-1.99791	7.51542	34.27340	-133.74147	-118.02098	-102.02855	-10.41812	71.56297	24.10422	0.38812	0.42716	0.53955	0.22243	
5	5.00000	0.01600	94.09494	90.49246	1.75863	-23.17902	39.85785	-11.58921	27.88959	-35.03855	-25.26788	-6.32143	5.41220	3.66792	-1.99866	37.80815	35.43291	-141.66725	-145.20267	-127.41473	-62.55349	54.88039	17.67497	0.38817	0.42722	0.47616	0.31793	
6	6.00000	0.02000	93.65855	89.90006	1.43598	-22.93369	39.73909	-13.24609	28.03741	-33.89773	-25.02304	-6.25175	5.48801	3.63890	-1.98662	35.66360	67.80631	-75.97209	-77.24060	-108.15359	-51.32886	35.88915	-6.26614	0.38803	0.42726	0.34064	0.21881	
