	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_003.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	67.14485	79.83753	21.65550	-20.49014	21.71387	8.78675	16.84407	-49.27390	-7.04895	-6.12129	-21.97959	-1.86620	-1.15300									0.38108	0.32090			2.28000
2	2.00000	0.00400	67.62837	79.95271	20.64486	-20.49916	21.67499	7.08394	16.22198	-47.24022	-7.24089	-5.24273	-22.14463	-1.68915	-1.01213	65.02782	77.45221	61.76931	-43.36906	-141.49377	34.74398	-10.64164	157.95790	0.38016	0.32000			
3	3.00000	0.00800	67.63137	79.43111	21.28385	-20.94378	20.93194	5.94956	15.81678	-46.27332	-7.34108	-4.82109	-22.33037	-1.62033	-1.07577	44.97762	29.27189	-1.19186	-35.11521	23.82321	-36.82333	3.74372	62.96666	0.37964	0.31946	0.03105	0.06993	
4	4.00000	0.01200	67.62122	79.66674	22.32221	-21.62563	20.29986	6.34315	15.94069	-46.82294	-7.31374	-4.73995	-22.49439	-1.63654	-1.15374	3.58305	-15.84973	11.44526	51.67128	103.07448	-12.92209	17.17761	-4.11477	0.37935	0.31914	0.24782	0.13420	
5	5.00000	0.01600	67.72417	79.84437	22.97862	-22.18194	20.17962	8.39691	15.92768	-48.72963	-7.20395	-4.86136	-22.58003	-1.70267	-1.23742	-14.96434	-42.80290	19.13790	103.70517	114.28619	29.45138	14.55289	-44.34001	0.37910	0.31891	0.34739	0.10845	
6	6.00000	0.02000	67.77506	80.49533	23.37638	-22.32212	20.23761	11.55292	16.17873	-51.59642	-7.11117	-5.08679	-22.58484	-1.78778	-1.35468	-14.98696	-41.34626	6.38736	202.74373	102.67120	8.43329	-9.23182	-68.13350	0.37881	0.31899	0.39275	0.01610	
