	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_002.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	51.92490	78.30792	-18.97473	-25.52586	29.48519	-13.03063	16.58262	-34.88279	-27.06375	-13.13492	3.76158	3.94466	-1.01783									0.36043	0.39829			4.75600
2	2.00000	0.00400	51.64108	78.24893	-19.19339	-26.04827	30.98213	-10.13427	16.33271	-37.66630	-26.27525	-12.95648	4.51991	4.02435	-1.45762	66.03870	22.51925	-3.15696	-68.86941	246.44489	43.01246	152.21893	50.33080	0.36178	0.39984			
3	3.00000	0.00800	51.86715	77.76273	-18.90352	-26.34264	31.39089	-9.76949	16.12773	-37.66519	-25.84920	-12.71873	4.65290	3.91910	-1.40364	48.05891	21.83702	191.54153	-66.71426	10.75187	104.99368	83.23827	55.87488	0.36299	0.40104	0.14280	0.63653	
4	4.00000	0.01200	53.14260	77.71649	-20.62719	-26.68423	32.34738	-8.80712	15.87387	-38.10202	-25.61625	-12.51520	4.92765	3.96945	-1.68622	58.09881	33.47512	280.01959	-44.93027	-126.31513	126.84705	33.85988	54.81211	0.36401	0.40196	0.09313	0.79698	
5	5.00000	0.01600	54.10637	77.40321	-21.21585	-26.99192	32.45007	-8.61355	15.53436	-37.76213	-25.59075	-12.29185	4.95846	3.92153	-1.61613	9.34974	40.97232	260.63345	-64.40170	-95.58744	123.48296	5.88194	70.57881	0.36501	0.40268	0.06511	0.83821	
6	6.00000	0.02000	55.22886	77.20191	-22.03675	-27.16960	32.83942	-8.05337	15.37348	-37.84007	-25.57198	-11.98431	5.04390	3.69890	-1.44064	23.84556	27.63151	225.49121	-1.93435	-130.93057	94.42040	23.69202	58.61615	0.36582	0.40321	0.05967	0.77345	
