	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_010.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	84.01600	89.86234	-7.08394	-14.80039	47.14951	10.14876	19.57712	-42.10750	-8.51238	3.76043	-24.69942	-8.52766	5.53752									0.37447	0.30604			3.26000
2	2.00000	0.00400	83.89877	90.95051	-8.95000	-14.75677	49.18230	14.20508	20.13850	-45.09956	-9.16024	3.98461	-24.06011	-8.76172	5.72376	-40.57212	0.43948	-56.48353	187.59889	29.71491	150.22209	-109.82042	15.43564	0.37410	0.30537			
3	3.00000	0.00800	83.56326	91.34786	-8.02796	-14.66972	48.29973	14.74529	20.37655	-45.23038	-9.36701	3.88711	-23.99244	-8.79909	5.85476	-36.74828	-11.59196	-69.36275	68.60037	6.61397	60.59364	-36.63415	-39.87233	0.37444	0.30503	0.09620	0.06907	
4	4.00000	0.01200	83.34293	91.48173	-6.89276	-14.70028	47.24614	14.24411	20.35330	-44.65204	-9.39719	3.60697	-24.05339	-8.67075	5.92300	-8.53422	-9.32350	-7.58961	16.76816	-18.51598	-12.18881	16.78043	-39.23230	0.37503	0.30524	0.11593	0.21097	
5	5.00000	0.01600	83.50270	91.47785	-7.12585	-14.86172	47.27885	13.40393	20.25065	-44.07003	-9.18674	3.52880	-23.99767	-8.43127	5.85386	2.07011	-14.33077	12.43036	-18.45801	-40.48880	-39.26233	49.46081	-13.62713	0.37555	0.30537	0.08634	0.27852	
6	6.00000	0.02000	83.44258	91.32237	-5.33414	-14.64676	45.41470	10.68193	20.41843	-41.62595	-8.99530	3.51488	-24.32163	-8.49780	5.78494	-11.00187	-51.60569	-8.48523	-44.42294	-4.01209	-13.22157	40.21681	10.00876	0.37598	0.30551	-0.00259	0.26388	
