	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunpil_002.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	94.94686	97.61475	14.43210	-14.61013	15.02401	-9.33024	24.26627	-30.61284	-27.17620	-1.12138	4.71768	5.23786	-5.04333									0.40529	0.44130			6.78800
2	2.00000	0.00400	93.25835	97.68953	17.12868	-15.21852	13.19346	-8.36869	23.78278	-31.62260	-27.10034	-1.06213	4.96710	5.18303	-5.00091	84.96749	99.45260	-356.13239	-17.24938	167.04250	-74.43718	42.57375	24.85042	0.40433	0.44018			
3	3.00000	0.00800	92.08973	97.41682	20.38993	-15.93131	10.60840	-9.46516	23.82472	-31.08236	-27.16824	-0.89650	4.96048	4.93068	-4.91717	54.83710	49.96497	-237.50481	-33.53038	145.72421	-122.63037	13.87457	10.76273	0.40426	0.43925	-0.00782	0.04932	
4	4.00000	0.01200	91.35293	97.41080	22.21866	-16.04527	9.46240	-9.19621	23.83090	-31.84637	-27.12572	-0.96136	5.20125	4.71990	-5.04362	30.11508	7.85770	-110.65968	-41.82436	128.34665	-130.96219	6.39844	-34.24939	0.40410	0.43898	-0.09379	0.03822	
5	5.00000	0.01600	91.20615	97.08069	23.57944	-16.46844	8.57053	-10.36997	23.94124	-31.30230	-27.11558	-1.16478	5.16611	4.69298	-5.09637	-4.99253	-27.15092	10.18063	-66.88350	100.61961	-91.71538	-1.36796	-61.96430	0.40395	0.43921	-0.17899	0.03437	
6	6.00000	0.02000	91.43777	96.86983	23.30351	-16.32509	9.22620	-10.06828	23.90378	-31.78246	-27.06937	-1.46115	5.27962	4.77581	-5.22064	-5.64894	-41.93010	56.08085	-42.04947	37.53857	-38.48612	0.35717	-70.19018	0.40378	0.43977	-0.25024	0.07170	
