	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_006.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	85.05434	71.48007	34.04386	-21.68688	3.40820	-41.39116	14.39101	5.36871	-14.26609	-15.21783	3.01523	-0.28621	-0.45011									0.29782	0.36035			3.89200
2	2.00000	0.00400	84.63192	71.68575	35.13616	-21.56793	1.61265	-41.13478	14.59752	4.43681	-14.81914	-15.13969	2.96562	-0.29868	-0.41075	34.70260	26.41605	-63.58917	22.67577	-126.21957	-51.85801	-134.39839	11.69051	0.29848	0.36115			
3	3.00000	0.00800	84.54941	71.64876	34.73182	-21.20767	1.75998	-40.21240	14.05640	3.81289	-15.22734	-15.20950	3.21391	-0.28588	-0.50456	20.72200	13.15850	-17.09603	-20.76336	-14.23748	51.68810	-80.37122	0.27807	0.29841	0.36122	-0.03649	-0.23666	
4	4.00000	0.01200	84.50308	71.51645	34.42857	-21.41029	2.15808	-40.65463	13.99035	4.38505	-15.39150	-15.13128	3.21945	-0.20662	-0.46710	21.32270	20.92570	72.69998	-41.04433	50.33576	39.07156	-18.70208	7.32474	0.29824	0.36089	0.15099	-0.32456	
5	5.00000	0.01600	85.13114	71.31720	32.95556	-21.41927	3.81624	-41.13511	14.13506	5.02061	-15.37048	-15.09398	3.29010	-0.24041	-0.49810	16.78332	27.32743	122.30302	-27.68227	51.03974	79.93882	1.96208	25.12018	0.29764	0.36062	0.23489	-0.29349	
6	6.00000	0.02000	85.48100	71.26444	31.55367	-21.32001	5.24160	-41.32663	13.81519	5.67613	-15.41882	-14.84055	3.38329	-0.14088	-0.37731	12.70266	4.16772	94.15058	-52.57723	59.59948	115.11475	8.97735	25.37904	0.29759	0.36017	0.21355	-0.15795	
