	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_009.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	67.85998	91.43327	30.73989	-20.73729	13.62422	19.84264	22.71604	-53.76807	-5.85396	-4.15838	-21.86273	-0.67862	-2.74720									0.38304	0.33731			2.84800
2	2.00000	0.00400	67.61376	89.58832	30.94364	-19.69492	12.03729	15.74161	22.72528	-50.71711	-5.46548	-4.26763	-22.01456	-0.61851	-2.55357	71.50746	109.41638	-100.53455	-342.58524	-279.09009	-119.37939	70.14666	-12.49216	0.38279	0.33651			
3	3.00000	0.00800	67.05379	88.69362	31.87453	-19.27419	10.32113	12.89899	22.51226	-48.31805	-5.32590	-4.35342	-22.14791	-0.60548	-2.45084	27.79332	45.10810	-98.93985	-211.76819	-171.57608	-40.54222	9.14072	-11.47676	0.38283	0.33625	-0.31299	-0.29339	
4	4.00000	0.01200	66.82626	87.89298	32.66192	-19.37053	9.04314	10.78076	22.26404	-46.45872	-5.37181	-4.38091	-22.26947	-0.62391	-2.41011	-6.24952	0.10856	-19.44592	-131.19540	-49.81116	1.91589	-29.34992	-1.08876	0.38298	0.33632	-0.15474	-0.16215	
5	5.00000	0.01600	66.88667	87.64514	33.03667	-20.01128	8.82545	10.27999	22.06864	-45.88075	-5.50117	-4.35025	-22.35761	-0.66286	-2.38825	-34.39285	-29.36265	36.86203	7.13547	43.50539	43.69067	-43.00657	5.93873	0.38311	0.33653	-0.01831	-0.11355	
6	6.00000	0.02000	67.11971	87.95058	33.07135	-20.47907	9.00568	11.71136	21.99332	-46.97315	-5.64590	-4.32048	-22.37591	-0.71273	-2.35747	-48.21999	-41.76323	12.60287	130.99109	112.60743	69.74649	-39.19815	-4.02491	0.38320	0.33679	0.06678	-0.12045	
