	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Jimin_007.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000									-5.88864	-4.26822												0.45067	0.40502			2.40400
2	2.00000	0.00400	91.88089	81.75038	27.94549	-26.20247	8.36886	-46.87885	27.72482	-4.48788	-4.97351	-5.27046	-1.08024	-9.93876	-2.44866	110.13055						87.73633	-115.27995	0.44961	0.40554			
3	3.00000	0.00800	90.70915	81.42789	28.71191	-26.10294	8.54410	-45.87716	27.21941	-5.20627	-5.20027	-5.50536	-0.50715	-9.65590	-2.79446	-26.97008	-42.58586	-204.16524	-72.65145	85.13517	35.53748	-41.12126	7.46045	0.44957	0.40521	-0.21150	-0.22007	
4	4.00000	0.01200	90.15768	81.16919	29.82959	-26.02185	7.35813	-46.08883	27.42691	-4.90318	-5.30258	-5.42488	-0.58556	-9.75621	-2.61604	-12.70072	-43.02511	-97.93963	-55.16082	-27.04535	41.22262	-3.33252	50.48642	0.44953	0.40518	-0.00740	0.09526	
5	5.00000	0.01600	89.87424	80.98489	29.92231	-25.79210	7.24024	-45.78233	27.20154	-4.96082	-5.22665	-5.21705	-0.16030	-9.67890	-3.03122	-0.19206	-26.68131	-86.41586	-51.35067	-89.30536	4.83805	10.14692	65.78001	0.44962	0.40523	0.09462	0.35810	
6	6.00000	0.02000	89.47193	80.75669	31.60567	-26.30646	5.04592	-46.72779	27.83588	-4.29828	-5.22129	-4.88770	-0.50337	-9.86334	-2.82291	-13.35379	17.65662	-73.39764	-43.36863	-91.56224	-52.22568	7.79982	29.68351	0.44982	0.40495	0.08162	0.40158	
