	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Ujeong_008.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	96.48916	82.29688	-25.70513	-17.77523	56.26630	-4.51206	20.13520	-33.79628	-11.91262	-9.26352	8.95819	-1.02728	-0.85703									0.44426	0.45009			3.28400
2	2.00000	0.00400	96.87502	82.62456	-25.74308	-18.04303	56.39605	-5.16188	20.04828	-33.57351	-12.57889	-10.09658	8.69949	-0.76011	-0.51519	-3.31619	34.96215	110.13130	68.49359	66.37626	-61.85739	-112.04275	-126.82588	0.44377	0.45054			
3	3.00000	0.00800	97.38230	82.85271	-26.79693	-18.22809	57.83393	-5.85350	20.25523	-33.03134	-12.86942	-10.24841	8.62514	-0.42638	-0.53836	-20.37476	1.85708	56.85010	68.58838	83.26684	-9.24235	-15.24173	-11.26323	0.44360	0.45087	-0.03736	-0.36759	
4	4.00000	0.01200	97.31934	83.16687	-25.16250	-18.01426	56.50982	-6.62871	20.45683	-32.27190	-12.70170	-10.16562	8.24807	-0.47563	-0.31536	12.26075	28.24672	8.17455	94.09761	48.92783	-36.74898	-11.82815	-14.60121	0.44340	0.45107	-0.09380	-0.31902	
5	5.00000	0.01600	97.46429	83.60044	-25.95917	-18.03939	57.42992	-6.56667	20.85207	-32.65771	-12.95355	-10.36256	8.34018	-0.45162	-0.39689	11.29669	-14.30479	41.61847	51.29752	74.21786	-23.57484	1.75451	10.96664	0.44283	0.45071	-0.09188	-0.30741	
6	6.00000	0.02000	97.64771	83.57801	-24.17102	-18.17885	56.16089	-7.15905	20.94353	-31.96542	-12.65406	-10.09294	8.12982	-0.49983	-0.51480	-22.68751	-42.57624	84.52519	-11.84344	29.36470	6.00460	29.84925	56.46105	0.44259	0.45031	-0.07732	-0.31938	
