	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Juhyeong_004.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	69.52740	87.92075	-3.24674	-14.02460	44.42151	32.15862	16.92631	-62.55385	-4.08587	1.20636	-15.86173	-9.96035	4.69966									0.35544	0.27329			3.11200
2	2.00000	0.00400	68.60679	85.82513	4.38113	-13.93011	37.09780	28.24441	15.82426	-60.02611	-4.10506	0.97722	-16.48570	-10.18345	4.54128	16.41216	25.93118	-168.35997	-380.86865	-28.64475	-342.25009	-17.20798	-22.97890	0.35573	0.27338			
3	3.00000	0.00800	68.18278	84.88153	7.21491	-13.86447	34.04470	25.85943	15.39102	-59.23289	-4.21593	0.99904	-16.80197	-10.07435	4.78108	15.86723	27.75322	-38.10924	-150.42690	-10.49745	-246.85127	-19.36022	17.78655	0.35558	0.27328	0.75552	-0.13083	
4	4.00000	0.01200	68.29936	84.63926	7.17533	-13.92559	34.30088	26.07755	15.46666	-59.91341	-4.18787	1.11557	-16.70811	-10.05459	4.64966	19.01472	36.00927	34.72914	26.02025	6.89173	-144.59392	14.07472	31.45740	0.35498	0.27319	0.61471	-0.10505	
5	5.00000	0.01600	68.46077	85.09454	8.66566	-14.29059	32.69311	26.00818	15.73168	-60.53249	-4.02429	1.25949	-16.93778	-9.78524	4.92885	29.95816	72.42625	17.78676	94.73628	-112.89410	-69.72963	41.30948	34.91599	0.35435	0.27328	0.25592	-0.03432	
6	6.00000	0.02000	68.44783	85.42840	6.79078	-13.95242	33.77037	26.09245	15.93877	-60.48638	-3.83236	1.40994	-16.84923	-9.68847	5.00290	27.07851	-14.66487	26.61332	36.88177	-90.91634	127.16634	55.97983	17.09381	0.35382	0.27361	-0.19732	0.12437	
