	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_002.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	94.45502	92.58001	33.95689	-23.51840	-0.38682	-28.62210	26.07014	-18.07366	-5.86107	-1.26029	4.20790	-6.60371	-6.41741									0.56201	0.48648			2.87600
2	2.00000	0.00400	95.93689	92.53652	30.62199	-22.55012	2.12876	-26.25926	25.55780	-19.46657	-5.72616	-1.62644	4.75898	-6.83527	-6.63730	36.67924	-0.21309	259.59180	-38.35766	-113.59546	154.72668	77.72250	-54.10996	0.56111	0.48681			
3	3.00000	0.00800	96.50001	92.29122	30.70523	-22.86718	1.69639	-26.93399	25.88949	-18.35635	-5.42352	-1.80735	4.31579	-6.88237	-6.71271	31.97269	1.87726	99.83035	-39.68800	-53.52071	46.78660	95.20696	-12.53529	0.56082	0.48680	-0.38852	0.52374	
4	4.00000	0.01200	96.73522	92.23540	29.84597	-22.96004	2.41716	-26.29032	26.21736	-19.06429	-5.03113	-1.74277	4.56218	-6.94423	-6.86240	5.09457	9.60109	-44.66228	-45.30612	8.71240	-93.74341	96.83852	20.12509	0.56078	0.48686	-0.21089	0.15017	
5	5.00000	0.01600	96.14806	91.94586	30.67177	-23.57154	1.80042	-26.85295	26.73146	-19.18154	-4.64577	-1.61942	4.63064	-6.98247	-6.69661	-7.64066	-17.57817	-136.00912	-71.70836	28.46193	-129.59431	94.46632	21.03853	0.56122	0.48692	-0.11656	-0.04026	
6	6.00000	0.02000	95.64085	91.66364	31.38917	-23.75598	1.22837	-27.47184	27.59760	-19.04729	-4.25304	-1.53637	4.59004	-7.05953	-6.94487	-16.89814	-31.50778	-149.16165	-25.99250	86.32261	-102.26154	84.21356	10.35276	0.56146	0.48700	-0.11496	-0.24581	
