	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Geunhyeong_006.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	79.68256	96.76576	21.35319	-21.43563	27.56082	28.95969	26.15052	-67.86175	-4.32468	-5.53975	-20.79197	-2.64348	-0.34378									0.36717	0.31253			5.78000
2	2.00000	0.00400	80.23087	96.19717	21.91489	-21.96174	26.76548	25.09929	25.93476	-64.92177	-4.40670	-5.02468	-20.80979	-2.60907	-0.46333	10.90721	-8.80015	88.21662	-127.12243	-110.35663	-91.34990	-5.72669	82.30458	0.36524	0.31199			
3	3.00000	0.00800	80.38437	95.80246	22.02192	-21.97218	26.05689	22.72101	25.60873	-62.98574	-4.53997	-4.87132	-20.86182	-2.56823	-0.46553	-9.06233	-1.06621	0.94038	-125.13897	-179.39867	-39.66800	-23.54794	0.08120	0.36453	0.31185	-0.07603	0.00507	
4	4.00000	0.01200	80.23727	95.21004	21.72275	-21.49878	25.50916	21.22566	25.01235	-61.74974	-4.64233	-4.98555	-20.93271	-2.54290	-0.39113	-19.99718	0.75993	-59.26159	-191.13707	-196.31200	-27.52916	-20.90790	-49.67847	0.36470	0.31201	-0.22762	0.20278	
5	5.00000	0.01600	79.91019	94.27388	21.20844	-20.79436	25.24422	20.15206	24.19656	-60.88061	-4.68488	-5.21291	-20.99834	-2.54331	-0.30375	-21.22008	-2.96515	-82.65265	-244.23546	-146.30806	-25.87646	-10.91964	-64.61980	0.36521	0.31225	-0.27247	0.28032	
6	6.00000	0.02000	79.57581	93.25614	20.61708	-20.17537	25.37256	19.29427	23.43167	-60.19617	-4.68749	-5.45111	-21.03881	-2.56035	-0.25078	-3.60766	-9.09234	-73.34423	-216.89790	-55.83385	-27.88716	-5.35342	-49.85514	0.36558	0.31240	-0.15167	0.25822	
