	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_005.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	103.88541	104.36983	46.83630	-22.16882	-23.55503	-40.06410	27.13547	-4.49764	-11.10706	0.63366	0.16736	-7.79301	-5.13695									0.55731	0.47647			2.68000
2	2.00000	0.00400	103.95719	103.27168	45.99715	-22.73250	-22.33038	-44.10546	27.73977	-0.98014	-10.40172	0.72184	-0.39092	-8.05126	-4.65271	16.06148	36.63505	1.78081	-196.07231	92.33804	29.40140	124.55088	13.55645	0.55766	0.47613			
3	3.00000	0.00800	103.82977	102.80177	46.51847	-22.61856	-22.52056	-44.82862	27.44436	-0.03737	-9.97815	0.82212	-0.37269	-8.36988	-4.93606	26.91934	-2.89298	-44.10485	-49.83124	-0.37754	30.66907	76.78290	6.40689	0.55803	0.47612	0.00325	-0.21053	
4	4.00000	0.01200	103.59037	102.86495	46.44196	-22.62672	-22.74402	-44.61248	27.19546	-0.28728	-9.67864	0.82605	-0.24093	-8.39297	-4.90692	18.04797	20.36834	-76.38200	55.50524	-100.61792	-9.87656	48.43672	-2.81093	0.55825	0.47626	-0.33660	0.10481	
5	5.00000	0.01600	103.20605	103.24255	47.03030	-22.32507	-23.79839	-43.74212	26.91613	-1.08470	-9.51831	0.82419	-0.15121	-8.28413	-4.94459	11.89034	-39.01933	-75.68690	137.30766	-33.80726	35.30004	17.86061	5.95858	0.55834	0.47630	-0.50095	0.05953	
6	6.00000	0.02000	102.98419	103.96339	47.47784	-22.54519	-23.97254	-41.85919	26.72231	-2.46060	-9.51825	0.87006	-0.04279	-8.20509	-5.33390	-8.39362	-53.75215	5.11583	164.40836	66.81053	40.91830	6.14622	7.34860	0.55841	0.47627	-0.50327	-0.29300	
