	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_004.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	93.11810	79.35119	-10.59567	-26.14488	36.27229	-37.82343	15.39721	4.56706	3.34462	-2.60273	4.01171	5.77538	-9.74773									0.45835	0.43448			4.08400
2	2.00000	0.00400	93.40346	79.20568	-11.89829	-25.43242	36.47994	-38.80557	15.88948	4.31031	2.96007	-2.24645	3.80344	5.94502	-9.22962	-15.10781	57.49588	77.59169	-85.66791	-218.91052	-243.30960	-64.78246	107.51611	0.45725	0.43223			
3	3.00000	0.00800	93.73634	78.66094	-12.53901	-25.04300	36.27433	-40.23767	16.52167	4.93834	2.83294	-1.76473	3.66565	5.95431	-9.17578	18.14878	34.77832	13.68515	-74.88533	-184.20020	-133.43025	5.74251	113.49830	0.45718	0.43091	-0.00458	0.11973	
4	4.00000	0.01200	93.51646	78.57477	-11.14247	-24.70462	34.31642	-41.33475	17.08002	5.66857	2.89347	-1.36387	3.37336	5.89369	-9.07465	36.28385	43.02357	11.51257	-1.05859	-138.07465	-27.75345	31.53206	72.05885	0.45734	0.43030	0.05657	0.26694	
5	5.00000	0.01600	93.82758	78.61929	-11.44660	-24.67961	34.17916	-41.35951	16.90727	5.78985	2.93698	-1.21161	3.48294	5.91839	-9.10241	19.81058	-19.48489	94.12283	20.52596	31.15591	70.18071	24.58446	12.36201	0.45755	0.43010	0.04382	0.25250	
6	6.00000	0.02000	94.25434	78.73965	-11.94084	-24.89705	35.29108	-39.91442	16.52246	4.87034	3.00245	-1.27904	3.87891	5.93116	-9.41363	-16.75808	-35.59470	85.50678	-20.07746	135.86823	46.72346	12.69801	-45.39094	0.45737	0.43014	0.06186	0.16381	
