	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yeongjae_005.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	78.79850	67.56048	46.50838	-23.63499	-10.24786	-51.56381	14.98315	13.57827	-31.23542	-5.28186	7.48468	-0.76274	-1.02941									0.29327	0.33064			3.48400
2	2.00000	0.00400	78.90749	66.93758	47.56496	-22.84985	-12.34254	-52.76698	14.88119	16.01359	-31.93137	-5.48355	7.56358	-0.79737	-1.08535	-16.07986	-23.37496	28.82274	-102.10453	-199.98479	226.73267	-88.81803	-28.67476	0.29264	0.33173			
3	3.00000	0.00800	79.03690	66.73083	48.37214	-22.81165	-13.56190	-54.29795	15.22278	18.03392	-32.30314	-5.51600	7.28090	-0.72044	-1.07691	5.89805	-8.09735	17.19367	-36.73228	-48.27886	114.57282	-49.66644	-16.18329	0.29276	0.33183	0.47668	0.03429	
4	4.00000	0.01200	79.05095	66.63613	48.67999	-22.71147	-13.75718	-54.67530	15.53622	18.77243	-32.42772	-5.61098	7.20101	-0.72966	-1.21461	14.64145	-39.75646	16.60226	-18.49466	69.31101	78.91795	42.36128	-29.71761	0.29289	0.33155	0.32783	-0.14758	
5	5.00000	0.01600	79.17448	66.56275	48.73566	-22.65174	-13.34254	-54.16413	15.93715	18.53672	-31.92032	-5.75142	7.14510	-0.87925	-1.52644	1.12110	1.66747	44.10645	64.51100	71.06013	-15.04517	101.53566	-40.72599	0.29299	0.33134	0.15952	-0.17723	
6	6.00000	0.02000	79.40381	67.13860	47.62128	-22.55542	-12.21183	-53.40384	15.77311	17.42922	-31.57101	-5.93425	7.25447	-0.83783	-1.21222	-11.92538	47.87487	38.91507	98.27682	22.59587	-113.05313	98.13546	-65.87328	0.29261	0.33085	-0.06737	-0.10731	
