	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Min_006.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	108.93014	90.75071	-13.95478	-18.77908	46.72318	-11.23138	16.25651	-28.55723	-0.37572	-5.98959	-6.31311	-1.50818	-5.09109									0.52212	0.47413			3.64800
2	2.00000	0.00400	108.44820	91.77483	-13.69668	-19.42372	45.96172	-6.71043	16.00216	-33.60203	-0.49149	-5.96467	-6.62454	-1.28165	-4.60203	-41.56580	2.54816	-157.05119	132.85312	-36.24073	-76.56772	-12.79448	10.17315	0.52251	0.47452			
3	3.00000	0.00800	107.71294	91.80857	-11.43049	-19.73791	44.05694	-6.68139	15.90648	-33.53853	-0.47793	-5.90756	-6.87435	-1.19214	-4.75738	-15.17235	-5.64692	-131.79646	-37.02456	39.94784	13.89521	13.27695	8.69730	0.52301	0.47492	-0.16240	-0.25250	
4	4.00000	0.01200	107.40269	91.46178	-10.63384	-19.73357	43.39624	-9.19413	15.95657	-31.10319	-0.37629	-5.89479	-6.97969	-1.28225	-4.52925	34.21273	96.95940	-70.20728	-111.94450	2.28408	-49.35213	27.98748	3.73882	0.52345	0.47532	0.31376	-0.36067	
5	5.00000	0.01600	107.14857	90.91402	-10.41226	-19.45521	43.11626	-12.71222	16.22727	-28.13712	-0.24998	-5.87447	-6.91165	-1.43078	-4.22547	65.35526	20.33486	3.81965	-111.98654	88.77094	37.60833	34.33889	-13.41770	0.52380	0.47561	0.41254	-0.36334	
6	6.00000	0.02000	107.45794	90.55817	-11.85471	-19.19114	45.25939	-12.20604	15.86605	-27.90929	-0.10530	-5.99564	-6.40774	-1.58051	-4.86012	32.89421	28.37252	30.66059	-88.82801	71.36098	12.23791	28.40744	-57.59027	0.52384	0.47573	0.33511	-0.36661	
