	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_004.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	92.46278	82.96632	6.36327	-18.23918	28.48591	-39.77833	15.01240	-1.55495	0.71550	2.94597	4.95322	-1.03358	-5.17873									0.49278	0.45265			4.57200
2	2.00000	0.00400	92.56465	81.65491	7.22382	-17.92178	24.96638	-43.29812	15.54316	1.62880	0.75236	2.52348	4.47138	-0.99427	-5.20771	51.25014	45.52326	-101.49570	-264.10019	-586.14630	-45.41338	41.68492	-48.20621	0.49193	0.45331			
3	3.00000	0.00800	91.60671	80.85460	9.82231	-16.96290	20.49737	-44.63692	15.65854	2.76742	1.05018	2.45159	4.27767	-0.88048	-5.20793	17.59478	25.23345	-212.66263	-86.65526	-437.40854	-80.49583	45.20968	-14.51406	0.49163	0.45370	-0.30094	0.23776	
4	4.00000	0.01200	90.83698	80.96697	12.75066	-16.12003	16.17923	-43.83999	15.76105	1.50771	1.11589	2.39161	4.17815	-0.73370	-5.14412	20.68514	-2.82038	-183.61024	76.38602	-345.12488	-87.13331	31.15978	4.57799	0.49172	0.45355	-0.49229	-0.06476	
5	5.00000	0.01600	90.14439	81.47178	11.42500	-14.79591	16.20794	-39.83126	14.73672	-2.56189	1.30546	2.54220	4.74911	-0.61374	-5.40138	32.03644	-17.42245	-183.72650	40.03073	-225.25293	-107.20820	30.07597	15.43015	0.49190	0.45350	-0.52742	-0.18485	
6	6.00000	0.02000	89.32976	81.27412	13.45964	-14.48752	13.68694	-39.40535	14.84511	-3.62991	1.36346	2.60412	4.77009	-0.60183	-5.54022	27.20850	-7.73736	-198.31233	-56.59229	-124.40639	-93.46127	-1.78644	-2.67289	0.49212	0.45342	-0.44556	-0.17250	
