	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yuju_003.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	76.78733	95.14237	34.57030	-14.18051	7.00759	17.89254	23.47930	-49.63200	-11.33902	4.39340	-17.84899	-2.39492	1.83695									0.38541	0.32289			2.81200
2	2.00000	0.00400	76.81653	95.23958	34.75234	-14.20132	6.93491	18.04012	23.55331	-49.37799	-10.78592	4.35959	-17.62107	-2.51485	2.00000	-1.23219	78.57472	-6.98068	9.58492	-45.13752	3.94642	119.01001	-24.49896	0.38616	0.32285			
3	3.00000	0.00800	76.74720	95.19693	34.08772	-14.04523	7.11425	17.26370	23.32969	-49.02331	-10.31637	4.18729	-17.36600	-2.40166	2.41582	34.96963	49.35659	-14.45638	-37.39369	-85.47709	-54.35287	76.01360	-44.02208	0.38678	0.32311	-0.42759	-0.13147	
4	4.00000	0.01200	76.71042	94.93519	32.83080	-13.62927	8.11587	16.70361	22.99780	-48.58418	-10.17574	3.93447	-17.06906	-2.35085	2.06555	56.99657	37.13736	-21.95962	-108.96196	-54.75737	-79.62544	26.76101	-67.05185	0.38740	0.32352	-0.31974	-0.14397	
5	5.00000	0.01600	76.57088	94.32429	33.47583	-13.85848	7.27056	13.68977	22.65130	-46.36935	-10.14961	3.53703	-17.12698	-2.36497	2.22745	32.68986	53.19574	-18.28971	-92.84360	-47.34442	-84.04826	2.85983	-77.39309	0.38800	0.32355	-0.24236	-0.14968	
6	6.00000	0.02000	76.55932	94.19109	33.63386	-13.80602	6.95731	12.50694	22.58812	-45.38456	-10.20641	3.18680	-17.11085	-2.40349	2.22581	-14.14003	-42.49205	-1.57955	-36.11632	10.51337	10.51352	-19.40450	-56.49955	0.38843	0.32363	-0.21800	-0.16024	
