	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Seokhyeon_007.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	108.17788	100.07876	37.82727	-24.64159	-15.14596	-53.08774	27.61428	9.60411	-4.11404	-8.73424	1.04367	-7.50370	-1.07660									0.55670	0.48075			3.42400
2	2.00000	0.00400	107.47272	100.37862	39.90103	-26.19099	-17.61031	-54.12250	28.31483	10.33973	-3.23197	-7.73026	0.55384	-7.07269	-1.26210	12.45538	-53.21311	-138.36925	75.05930	-149.63280	-4.66778	97.06705	209.36084	0.55765	0.48110			
3	3.00000	0.00800	107.03663	100.78132	40.22157	-26.28253	-18.50342	-53.85783	27.46664	10.24653	-2.93957	-6.81001	0.95447	-6.95763	-1.58818	-4.70836	-35.71713	-192.17912	-8.91080	-118.22972	44.27392	-7.81537	141.43277	0.55886	0.48150	-0.16946	0.27455	
4	4.00000	0.01200	105.96794	100.29932	41.92948	-27.62868	-20.36905	-55.32702	28.14472	11.75985	-3.12784	-6.42003	0.49847	-6.83606	-1.48927	-5.11049	-15.29306	-203.73938	-75.56416	-51.69300	63.13416	-76.47522	67.75785	0.55952	0.48211	-0.15735	-0.21523	
5	5.00000	0.01600	105.40607	100.16176	42.79327	-27.64424	-21.20036	-55.82358	27.90133	12.48834	-3.59106	-6.18616	0.49537	-6.78393	-1.62036	18.17871	-4.17284	-35.16204	-82.33838	23.72480	33.34941	-138.93028	60.58651	0.56032	0.48231	-0.22070	-0.72988	
6	6.00000	0.02000	105.66245	99.65226	42.73035	-27.78898	-20.88976	-56.42022	28.05534	12.99224	-4.40981	-5.93964	0.43773	-6.90523	-1.66450	18.48294	12.02529	127.88611	-118.40221	53.75232	-26.03762	-157.26656	78.37273	0.56107	0.48253	-0.31372	-0.99707	
