	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junu_010.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	96.42050	86.01022	-14.31854	-22.29441	48.96785	-21.97318	18.10575	-33.96112	2.20888	-7.50475	-0.55824	3.99400	-7.60573									0.45752	0.46531			3.80800
2	2.00000	0.00400	98.51630	86.87660	-21.30886	-23.63532	55.72741	-22.79970	18.72976	-32.79692	2.04639	-7.39533	-0.77135	4.39684	-7.62588	-84.72937	-51.88060	391.05145	157.75897	33.21632	53.69365	-63.56147	26.02355	0.45639	0.46484			
3	3.00000	0.00800	99.54835	87.27074	-25.63413	-24.52687	59.63103	-21.81453	18.67987	-33.67958	1.68952	-7.36548	-0.71592	4.56600	-7.29666	-74.76706	-38.96313	129.32384	93.36581	25.74628	28.36757	-61.08805	3.07664	0.45546	0.46464	-0.02802	-0.99086	
4	4.00000	0.01200	99.54960	87.62965	-26.46112	-24.73804	60.63636	-20.44688	18.75023	-34.79805	1.51464	-7.38587	-0.63036	4.57563	-7.31843	-54.10507	-16.08112	-8.53501	41.45407	7.29619	3.07722	-41.01902	-19.18153	0.45485	0.46440	-0.12903	-0.34903	
5	5.00000	0.01600	99.48067	87.59586	-27.25039	-24.72927	61.15864	-18.31427	18.29759	-36.96898	1.32378	-7.49787	-0.30064	4.40106	-6.99200	-5.18130	22.76227	-73.76439	-69.04508	-31.57675	-45.79113	-28.24243	-30.52366	0.45422	0.46448	-0.13889	0.03014	
6	6.00000	0.02000	98.95029	87.08836	-24.92004	-24.47645	58.98194	-20.19694	18.34895	-35.39874	1.29611	-7.60444	-0.46073	4.40331	-7.06456	9.94588	15.50784	-95.83279	-89.08590	-23.94679	-37.07202	3.08979	-46.25155	0.45372	0.46464	-0.04877	0.18527	
