	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Suwon_005.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	80.63125	68.03532	-10.05560	-18.85370	41.71861	-27.47981	16.67185	-19.61506	0.57691	3.00175	3.70183	-3.59482	-5.84145									0.48257	0.44627			5.00000
2	2.00000	0.00400	80.26207	67.99301	-10.10002	-18.14999	45.80931	-27.52946	16.57962	-19.92610	0.68584	2.74797	3.85714	-3.34474	-5.78406	21.25029	20.93566	2.46852	-10.83627	812.22058	-110.20483	9.43796	-34.69641	0.48247	0.44677			
3	3.00000	0.00800	80.01633	67.94308	-7.89109	-17.96323	46.15495	-28.43379	16.86444	-19.58341	0.62378	2.64952	3.76491	-3.28651	-5.83818	-0.91848	-6.89398	29.82138	-42.40373	440.16931	-90.75960	-18.48040	-8.94888	0.48230	0.44706	0.15430	-1.63265	
4	4.00000	0.01200	80.13657	67.67107	-7.03548	-18.18889	46.41498	-28.49057	16.60873	-19.73230	0.51974	2.65898	3.96915	-3.33277	-5.82655	-5.85418	3.92791	33.84521	-84.15232	127.13067	-19.35047	-25.64409	9.33361	0.48221	0.44712	0.09911	-0.44435	
5	5.00000	0.01600	80.25648	67.27843	-5.82775	-18.39875	45.21073	-29.66756	16.40887	-18.55661	0.41227	2.75817	3.77589	-3.35817	-5.76233	-10.19331	9.92278	-5.35296	-56.18815	-59.11572	-15.16156	-16.41939	15.35373	0.48233	0.44699	0.00275	0.19622	
6	6.00000	0.02000	80.14999	67.21950	-5.87033	-18.49201	44.83624	-29.41518	16.29898	-18.96662	0.39428	2.84997	3.91762	-3.41800	-5.67025	-4.03307	-1.90489	13.08064	-12.30086	-116.60948	-20.15975	5.92742	36.25594	0.48229	0.44677	-0.08171	0.42168	
