	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_003.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	98.41198	79.44225	-2.30992	-17.90874	39.20055	-27.89182	16.06341	-16.07756	-13.81429	-4.81820	0.93620	3.74414	-0.74042									0.35328	0.38163			3.61600
2	2.00000	0.00400	96.82206	79.77939	-0.63448	-17.27243	37.56267	-28.10336	16.00238	-14.71551	-13.31766	-3.98224	0.86824	3.85838	-0.43363	-63.91727	-0.80369	-256.31586	84.15615	-59.35527	248.03372	54.46861	139.32397	0.35419	0.38130			
3	3.00000	0.00800	96.35053	80.10471	-0.61539	-16.86677	37.11038	-27.88876	16.00338	-14.09621	-12.94898	-3.71308	0.88622	3.77053	-0.25377	-17.65788	-2.25876	-85.56515	62.22474	-126.28447	153.43355	50.21868	19.49804	0.35439	0.38145	0.25959	-0.00889	
4	4.00000	0.01200	96.13486	80.27773	-0.85223	-16.61703	36.76053	-27.33307	15.91366	-14.22856	-12.69511	-3.85818	1.03989	3.68247	-0.32538	7.59588	21.70046	16.06674	46.84805	-178.91800	36.26021	47.80308	-66.93420	0.35421	0.38129	0.00743	0.00010	
5	5.00000	0.01600	96.47878	80.49315	-0.22718	-16.90105	35.30707	-27.75980	16.03207	-13.93009	-12.44054	-4.22861	0.84691	3.65865	-0.11722	13.78353	8.51462	82.12166	-3.17223	-164.98740	-6.50575	43.07980	-121.42553	0.35350	0.38160	-0.06671	0.00731	
6	6.00000	0.02000	96.79332	80.25541	-0.94806	-16.92410	35.53161	-27.88805	16.03931	-13.74725	-12.37178	-4.83479	0.87668	3.67090	-0.29516	32.58655	-1.64549	37.68955	-36.84912	-118.68793	-37.82523	21.17093	-126.42593	0.35254	0.38216	-0.09876	0.01815	
