	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_005.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	96.97635	84.65751	8.16580	-21.90296	21.81625	-44.33085	15.93021	-2.02441	4.68071	-9.37635	11.90368	6.27973	-8.28925									0.43040	0.41336			3.41200
2	2.00000	0.00400	96.47034	84.07519	9.39880	-22.12822	21.47871	-45.39792	16.01909	-1.29628	5.00144	-9.02598	11.98968	6.21149	-7.97559	-3.20075	51.40114	-87.54566	-144.52875	176.18144	-41.04148	44.38777	74.57645	0.43077	0.41421			
3	3.00000	0.00800	96.27482	83.50414	10.91227	-22.86673	20.68200	-46.52508	16.07336	-0.24387	5.00000	-8.84047	12.07266	6.13670	-7.86408	0.45407	14.96256	-30.57648	-111.21675	122.20329	55.08932	-0.37937	46.38559	0.43124	0.41440	0.37617	-0.19038	
4	4.00000	0.01200	96.24286	83.18166	12.83596	-23.85014	19.29073	-46.98104	15.93042	0.66538	5.00000	-8.70652	12.02598	6.18000	-7.86077	0.69124	-7.65509	11.63751	-48.85326	44.02539	138.62358	9.57526	40.29352	0.43123	0.41479	0.39494	0.00232	
5	5.00000	0.01600	96.40895	83.10574	14.46523	-24.90115	17.77978	-46.69586	15.79542	1.02886	5.11033	-8.55645	11.88648	6.07716	-7.91383	9.54043	-7.90101	56.71274	-50.64392	-41.50498	174.35654	-4.44792	12.53313	0.43137	0.41469	0.36034	0.11971	
6	6.00000	0.02000	96.79475	82.76955	13.53029	-25.15779	18.32228	-45.36213	14.90499	0.50184	5.00000	-8.63002	12.34964	5.99187	-8.02635	20.15966	-11.10823	79.12389	11.80158	-136.02034	130.38618	-15.71819	-7.90302	0.43121	0.41487	0.17963	0.14228	
