	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_009.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	91.72298	81.27068	0.46696	-16.24162	37.11800	-11.24543	16.47385	-30.32388	-13.36670	-0.91437	5.92206	5.80532	-2.02897									0.35898	0.37186			3.62000
2	2.00000	0.00400	92.01074	81.48711	-0.87484	-15.70000	37.50986	-11.46070	17.11392	-32.01705	-13.41219	-1.64195	6.09096	5.70766	-2.30633	76.29708	17.81720	65.65208	74.07724	-188.34491	-320.31555	-36.96161	-131.46036	0.35742	0.37151			
3	3.00000	0.00800	92.26942	81.84723	-1.99398	-15.31671	37.98068	-10.34999	17.42905	-33.73904	-13.45133	-1.94052	6.23805	5.52515	-2.53177	27.89369	1.49043	53.51801	124.76778	-125.32464	-67.79349	-35.77964	-28.47272	0.35672	0.37077	-0.37161	0.56919	
4	4.00000	0.01200	92.45767	82.46870	-1.61092	-15.32898	37.21662	-9.90839	17.54428	-34.04058	-13.53496	-1.87100	6.01517	5.63674	-2.52778	-5.93907	-7.99508	12.34115	139.12373	-41.60883	48.46948	-24.29302	40.78133	0.35665	0.37031	-0.28268	0.24962	
5	5.00000	0.01600	92.36539	82.95821	-2.11123	-15.33686	37.76093	-7.96205	17.44700	-35.62801	-13.59393	-1.62648	6.18054	5.66875	-2.55413	-17.74254	-1.05166	-69.82610	55.86373	50.22262	16.04162	2.32645	73.82897	0.35703	0.37006	-0.21557	0.01038	
6	6.00000	0.02000	91.87572	82.91972	0.24081	-15.47260	35.83273	-8.57105	17.53313	-35.18753	-13.55514	-1.29736	6.01794	5.59195	-2.39917	-13.50911	2.42014	-125.71564	-25.59032	109.00436	-20.63310	22.91726	80.60274	0.35762	0.36996	-0.04292	-0.18021	
