	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Yugeun_010.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	96.50194	87.74944	0.84918	-16.79996	35.93706	-19.76352	21.36875	-29.13581	-14.57338	-4.26982	2.46425	2.07276	-2.98601									0.32797	0.34435			3.26800
2	2.00000	0.00400	96.21575	86.25477	-1.45543	-16.95253	38.56622	-20.24717	20.98168	-29.72637	-14.22833	-5.09555	2.79285	2.10613	-3.02033	23.16469	49.89473	-35.91536	-262.24277	60.95868	-212.70740	-2.99769	-144.99692	0.32691	0.34482			
3	3.00000	0.00800	96.19765	85.61568	-2.18640	-17.08711	39.32911	-20.98421	21.00638	-29.69923	-14.03964	-5.43976	2.72950	2.08114	-2.76617	-8.66998	45.72725	28.20245	-106.95370	-40.61220	-63.81410	5.72550	-50.98037	0.32656	0.34487	-0.24182	-0.28732	
4	4.00000	0.01200	96.42717	85.33548	-3.27033	-17.12025	39.97560	-21.07218	20.74506	-29.46663	-13.87752	-5.49978	2.78625	2.15877	-2.59573	-7.60898	32.81425	58.57925	-11.62775	-81.51128	32.86737	14.36832	-10.98426	0.32653	0.34467	0.04850	0.21727	
5	5.00000	0.01600	96.65989	85.52592	-1.94883	-17.24939	38.45064	-21.62749	21.00589	-28.83498	-13.89203	-5.51531	2.65522	2.16010	-2.44355	2.73195	7.75674	17.78468	59.97462	-51.40645	79.94424	21.55821	3.62492	0.32641	0.34454	0.18711	0.46464	
6	6.00000	0.02000	96.57748	85.81722	-1.01365	-16.88088	37.40903	-21.03893	20.99857	-28.85767	-13.89943	-5.44961	2.67308	2.13709	-2.54191	23.93792	-14.63739	-51.75136	13.88438	16.54766	92.64436	27.80442	6.17634	0.32632	0.34440	0.25852	0.49917	
