	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Junmin_006.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	90.25553	71.93088	11.39746	-14.78206	18.41219	-28.64630	17.64262	-13.01347	-11.12582	-6.14471	2.28200	3.45918	-0.81468									0.32329	0.37443			2.41600
2	2.00000	0.00400	90.79914	71.79583	10.50800	-15.07078	19.99289	-26.83241	16.67952	-14.54727	-11.61392	-6.16884	2.32715	3.28163	-0.86376	-27.09963	-32.80687	73.89299	32.97290	127.59505	67.98332	-114.51540	-1.75323	0.32355	0.37444			
3	3.00000	0.00800	90.84908	72.20066	11.53071	-15.21743	19.30572	-26.11745	16.14309	-14.89263	-12.02879	-6.21912	2.15922	3.35327	-0.87086	-11.33435	-11.81318	26.58443	88.41370	23.87558	63.43158	-88.83543	-8.14249	0.32348	0.37436	0.04590	-0.11833	
4	4.00000	0.01200	91.01677	72.50195	9.42291	-15.06506	21.23099	-24.76770	15.77234	-16.02311	-12.32582	-6.20621	2.46633	3.49510	-0.87324	9.45258	17.34643	-0.86295	128.70009	-70.48156	66.78601	-64.62846	-3.62279	0.32345	0.37414	0.10652	-0.08362	
5	5.00000	0.01600	90.84605	73.22231	8.23071	-14.57686	21.92719	-23.92485	15.74397	-16.46835	-12.55080	-6.16418	2.63052	3.66780	-0.82169	11.01209	18.52888	-66.98826	81.16852	-72.26177	57.87120	-12.73553	3.23929	0.32351	0.37363	0.17256	0.05524	
6	6.00000	0.02000	90.47615	73.16052	10.33751	-14.50065	19.76587	-26.04323	16.40013	-14.33603	-12.42618	-6.07036	2.34411	3.73230	-0.82382	2.59236	10.69077	-30.74757	-54.11163	-61.94293	18.99596	21.54266	-2.49235	0.32339	0.37342	0.04648	0.13326	
