	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d	C:\Users\kookmin\Desktop\lotte_export_c3d_all\Haeoreum_010.c3d
	FRAMES	TIME	RT_ELBOW_ANGLE	LT_ELBOW_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	RT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	LT_SHOULDER_ANGLE	RT_KNEE_ANGLE	LT_KNEE_ANGLE	TORSO_ANGLE	TORSO_ANGLE	TORSO_PELVIS_ANGLE	PELVIS_ANGULAR_VELOCITY	TORSO_ANGULAR_VELOCITY	RT_ELBOW_ANGULAR_VELOCITY	LT_ELBOW_ANGULAR_VELOCITY	RT_SHOULDER_ANGULAR_VELOCITY	LT_SHOULDER_ANGULAR_VELOCITY	RT_KNEE_ANGULAR_VELOCITY	LT_KNEE_ANGULAR_VELOCITY	DistEndPos	DistEndPos	DistEndVel	DistEndVel	FC
	FRAME_NUMBERS	FRAME_NUMBERS	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	KINETIC_KINEMATIC	EVENT_LABEL
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	LTH	RTH	LFA	RFA	ORIGINAL
ITEM	X	X	X	X	X	Y	Z	X	Y	Z	X	X	X	Y	Z	Z	Z	X	X	Z	Z	X	X	Z	Z	X	X	X
1	1.00000	0.00000	100.20470	83.35996	-9.21843	-22.25706	38.95881	-64.18859	14.56581	25.96999	5.00313	2.11185	9.25466	7.57982	-8.73735									0.44866	0.41945			4.48000
2	2.00000	0.00400	97.65516	83.60499	1.13459	-21.84479	30.96824	-63.07541	14.56322	25.44397	4.51179	2.01653	9.17034	7.39202	-9.13312	21.30725	7.44006	-559.64740	90.33695	297.79770	84.28391	-96.18271	-43.28309	0.44744	0.41897			
3	3.00000	0.00800	95.77913	84.08158	8.08288	-21.91443	25.29701	-62.11064	14.11277	24.63171	4.38209	1.79366	9.34705	7.20679	-8.84420	7.78876	0.96093	-342.62296	95.71876	219.50897	85.69840	-8.28948	-50.94094	0.44697	0.41896	0.01113	0.85963	
4	4.00000	0.01200	94.98217	84.37244	11.53662	-21.96078	23.07290	-60.58907	13.42192	23.71818	4.46755	1.64220	9.81500	7.15588	-9.22528	-21.60049	-67.17856	-169.34808	29.84712	147.26601	65.30374	-4.27386	-36.80911	0.44678	0.41946	0.02808	0.92402	
5	5.00000	0.01600	94.50056	84.32603	13.42739	-21.91663	21.52145	-59.64413	13.31358	22.75481	4.38117	1.54270	10.12968	7.23442	-9.26280	-34.62300	-68.50233	-79.60042	-23.32692	-68.95304	-15.13996	-0.82721	-13.02223	0.44638	0.41968	0.00286	0.96934	
6	6.00000	0.02000	94.38718	84.18902	14.93218	-21.83721	19.37231	-59.74206	13.78844	22.77338	4.59343	1.58253	9.92375	7.25306	-9.50307	-10.29138	-26.88210	-27.77328	-4.39875	-146.85544	-27.69109	49.91421	9.22101	0.44595	0.41960	0.04999	0.75542	
