TIME,TORSO_PELVIC_ANGLE_Z,RT_ELBOW_ANGLE_X,RT_SHOULDER_ANGLE_Z,RT_SHOULDER_ANGLE_X,RT_SHOULDER_ANGLE_Y,LT_KNEE_ANGLE_X,LT_KNEE_ANGULAR_VELOCITY,TORSO_ANGLE_X,TORSO_ANGLE_Y,PELVIC_ANGULAR_VELOCITY,TORSO_ANGULAR_VELOCITY,RT_ELBOW_ANGULAR_VELOCITY,RT_SHOULDER_ANGULAR_VELOCITY
3.744,36.698472015288836,123.35696437980302,33.86980793405037,48.18903854853289,113.22245323412035,56.46573324676264,261.1130474436484,8.76418414868531,2.573160372411404,744.1444262775416,751.2658894912762,-94.49113533374907,-737.7608517698378
3.748,36.57049637062029,123.62893353597394,37.339978412925745,49.947020559147134,111.391073768347,55.453417444152386,238.9485535149684,7.7364252539573535,3.2717674891936004,745.5984654873846,802.2570412338506,-40.668761433538194,-756.2809736857985
3.752,36.25891610006887,123.6912451845219,40.845345125876555,51.70750494595174,109.22222222226951,54.55253353127243,206.3936360950354,6.81789842500533,4.090637979096842,746.1910260822486,847.6375208865286,12.010084756060413,-781.3674976365373
3.756,35.78242597993663,123.55068023165111,44.41091479717599,53.4042923144801,106.7567725625678,53.8003187684634,165.99348794250994,6.014271370786199,5.019386865303177,746.1969971637709,886.6792279288262,62.25673432377234,-814.5831654669403
3.76,35.16255158786991,123.21915685481396,48.07308829497139,54.9595617443205,104.05903894549857,53.22250010161825,120.8389940298677,5.325841859578152,6.042102719111723,745.5225452852719,918.8805908428299,108.55988288960862,-857.5417982901828
3.764,34.42152522903871,122.7144620850252,51.87963498840186,56.28644605346452,101.21431225368926,52.831650486578575,74.27368458192545,4.7484224580615475,7.138627978170581,743.7432303728028,943.9600267519373,149.27706133536506,-911.8159947972399
3.768,33.580502425526596,122.06057087402799,55.88864764848678,57.29300196535431,98.32421813604651,52.626790435071186,29.581680929758605,4.2746871817289644,8.286325637206355,740.1982212233074,961.8576259991072,182.78737138283813,-978.8220971601665
3.772,32.65826327547929,121.28728725294427,60.1664815998483,57.88765167824917,95.50018838686783,52.594228553466536,-10.303175201588072,3.8958266321004285,9.462074251488705,734.1272661840015,972.7492615137709,207.71753852807348,-1059.686411596823
3.776,31.670462726580574,120.4288991608713,64.78473007998265,57.985882408011214,92.8555665733143,52.70947929720283,-43.03210909353834,3.603323374855316,10.644193345192686,724.8313510291738,977.0689370896986,223.24176234862975,-1155.0909822923152
3.78,30.629431752601068,119.5215641876783,69.81630144789617,57.517671241437085,90.49705358982095,52.93997464981116,-66.99580886625601,3.390657926599768,11.814015479019256,711.8327877449316,975.5267217394176,229.43295292873165,-1265.0916052606012
3.784,29.544484791045488,118.59928041304461,75.33065093479254,56.434838763240656,88.51631069941514,53.248215531664336,-81.3874127607624,3.254779139061908,12.956886579967145,695.0075122873114,969.1048556947214,227.61372437520092,-1388.897547265428
3.788,28.422648866888643,117.68855415709184,81.38819177306887,54.71740126111421,86.98255971839482,53.59499315247615,-86.17618343595588,3.1971978854621583,14.062479891825355,674.6641667492485,959.0159824959765,220.63038390406606,-1524.6046496158547
3.792,27.269693148531275,116.80221443107867,88.03389017918289,52.37802581665961,85.93694314611047,53.94234379811925,-82.00465138176997,3.224576964831518,15.12443068168583,651.5524124014827,946.6151592442911,212.96349201619734,-1668.8848951940643
3.796,26.091306981473707,115.93316051477662,95.2900724417849,49.46388853389522,85.38923351579501,54.25596946015483,-70.0293116838325,3.348703794857848,16.139413658826392,626.7954934526714,933.2692947723967,210.6008792937438,-1816.6574126101232
3.8,24.894254568745676,115.04907198888161,103.14857881504186,46.0555505907411,85.31723286194355,54.506947293751345,-51.72912574693732,3.585768082253871,17.105869393611442,601.7559178270288,920.2000477664786,220.63181437945312,-1960.7943362780609
3.804,23.68733183450832,114.08919018122681,111.56260667427877,42.262836072586985,85.66891866418132,54.6726520613147,-28.707698833023315,3.9549380298939987,18.02262535188873,577.8548214770532,908.3248021746547,250.56638476516997,-2091.9412662821333
3.808,22.481972591773452,112.96416800496087,120.43887644503272,38.21805484505807,86.36711392203203,54.73691831046979,-2.5141812045766514,4.476331554344651,18.88764962490332,556.3732009433197,898.1229131617026,307.4318954766392,-2198.546070341262
3.812,21.292399570143154,111.55969368639948,129.63107022200103,34.06721233649895,87.31621879743246,54.68956286404316,25.49567001322354,5.168593842201079,19.697129540500704,538.2661340424752,889.5511215086399,396.7396050002911,-2267.1832864364865
3.816,20.135285909960633,109.74416302746324,138.935748103951,29.960051029430883,88.41035914529989,54.52546133562687,54.243422402283066,6.046389803127192,20.444997655489104,524.019117672608,882.024023590725,521.4451967804868,-2283.2312683740965
3.82,19.02897105594506,107.38015746876592,148.09204952774476,26.039852111362126,89.54219386833167,54.24341315231918,82.95112828839385,7.118166229868834,21.1229513709501,513.5685863547245,874.4645510314236,681.0429148576657,-2231.9093655917245
3.824,17.99234169731937,104.33893673370417,156.78637083107867,22.43388202059007,90.6115846164841,53.845030104672944,111.1081422205439,8.38451076907107,21.72094475768226,506.29742676698993,865.4184639316413,870.935356818723,-2099.623394951628
3.828,17.0435244839713,100.5166327995518,164.66285997361905,19.24521377019861,91.53336891641455,53.333843289306415,138.39537923071174,9.837337347609584,22.22807979085289,501.1035121646297,853.2187077212869,1082.2070410448966,-1875.5121792603502
3.832,16.198537358804288,95.85040012833672,171.34001716338545,16.54642723981212,92.24358339234652,52.71475038401412,164.58755332779768,11.459991409827854,22.633788861991622,496.52832297944144,836.1807546342948,1301.8982474217953,-1553.0448370705674
3.836,15.470023627571008,90.33250443545946,176.43299450059556,14.375449401372759,92.70364071346418,51.99383316499924,189.45705245285055,13.22823085862506,22.92917807810617,490.9257727260043,812.8075256558202,1513.8259094740763,-1131.490614256842
3.84,14.866167208535822,84.02028456183037,179.58041397473866,12.733586765639155,92.90215349123594,51.1784802194878,212.70202721949684,15.111926774615808,23.10838882853739,482.6484919764633,781.9815067798527,1699.9329765118323,-617.0702521133787
3.844,14.389868308764132,77.04014996475767,180.47374164787985,11.58566516790438,92.85430716967078,50.277669815989384,233.91559517031322,17.07725523726707,23.169830445897233,470.2287939832743,743.1229132945465,1842.0723753959924,-23.601296658259113
3.848,14.038241412614866,69.58430203044782,178.88655022650602,10.862135185505236,92.59890521788863,49.30222193388136,252.6030748284295,19.089121447619423,23.11713682240099,452.53332932229273,696.2965377701519,1924.0553859139427,627.5269832201204
3.852,13.802475671858538,61.89967097733518,174.70047462344726,10.462999318637937,92.19343537060237,48.26483178937063,268.241803135214,21.113564844071735,22.959706917403178,428.8739593212568,642.2552127531667,1933.7283959572019,1308.165451116074
3.856,13.668073746558608,54.269571554172515,167.92443334355764,10.26341993861799,91.7077151384119,47.17975295588842,280.3668485527807,23.11992784015583,22.712712541413378,399.0628549896284,582.4136239858669,1864.7993033778223,1985.0439638549124
3.86,13.615464422249422,46.98967977449984,158.70387353643278,10.120828783670747,91.21683459382247,46.062093147821116,288.6593298797851,25.082619801881183,22.396505504850474,363.4069097227722,518.7527839490091,1718.1274340036205,2622.1734751465333
3.864,13.620966956843027,40.34095591277229,147.317501810639,9.883263287968965,90.79418622490432,44.926794350061556,293.0140532151539,26.9823640009032,22.035429109443893,322.6444741361972,453.663321103243,1502.2286375415492,3183.822043703079
3.868,13.65806724570853,34.56289272348684,134.1602411794281,9.398523011613781,90.50532644578423,43.78746184958408,293.56963477048623,28.806871860545005,21.656124436069028,277.8354868407534,389.7439439484444,1232.8353068295817,3637.742894684834
3.872,13.698947574348194,29.83075572561935,119.71297195093324,8.523615245063262,90.40324514912663,42.65525914961267,290.69513123682447,30.550938407408484,21.28550394039233,230.2233115190175,329.57783626193407,931.485747790446,3958.221213505098
