TIME,TORSO_PELVIC_ANGLE_Z,RT_ELBOW_ANGLE_X,RT_SHOULDER_ANGLE_Z,RT_SHOULDER_ANGLE_X,RT_SHOULDER_ANGLE_Y,LT_KNEE_ANGLE_X,LT_KNEE_ANGULAR_VELOCITY,TORSO_ANGLE_X,TORSO_ANGLE_Y,PELVIC_ANGULAR_VELOCITY,TORSO_ANGULAR_VELOCITY,RT_ELBOW_ANGULAR_VELOCITY,RT_SHOULDER_ANGULAR_VELOCITY
2.624,20.785411532599916,124.27654218653733,62.96860570074139,37.80222812903182,76.46185748265334,40.618934559614424,-227.8272048579296,-10.958612030449459,4.062090133570847,455.18864808241034,826.0434517478727,87.19908000946633,-1484.1363045020478
2.628,19.21120523554956,123.8445165474176,68.71484678258935,38.470405572938105,76.36889244913007,41.60234595227595,-270.0797041287551,-11.514259992348764,5.462166166846428,444.33658502921213,838.2842746550944,127.65242131450351,-1473.6185193364502
2.632,17.563434907308682,123.25240382371334,74.52862982267679,38.721292127123625,76.2663415128589,42.73229804807099,-298.3510352762183,-11.917104757464967,6.95081497941422,433.1812933846852,845.9962562430568,166.42198084654314,-1462.6858319545913
2.636,15.858190662101565,122.51040545725772,80.41475787277079,38.532926213459504,76.21048255980278,43.9531644286297,-312.88411766221196,-12.158628798780898,8.512441312261863,423.19052667691045,850.467376981852,201.25350168380595,-1451.940850963821
2.64,14.112605109086765,121.63805553566398,86.36957465017079,37.91487498505225,76.25493300918507,45.21236438735691,-315.09971952684407,-12.235496881039376,10.125472000120048,415.54608340656995,852.63880972233,229.84589347017626,-1441.628044706431
2.644,12.345151340869638,120.66445031900702,92.3811008470831,36.90110518102435,76.44532530517493,46.46463740147109,-307.2376233422329,-12.148734892843937,11.765049557123065,410.93936925788444,852.97466467744,249.94276518462556,-1431.6624331357336
2.648,10.575435213279079,119.62786426894172,98.43001020853262,35.54023486017872,76.81513862659071,47.6745703939437,-291.9103810348007,-11.90293713038299,13.406204957360888,409.4674139568445,851.4545556872811,259.53575295279273,-1421.640265200725
2.652,8.823452505334307,118.57426307953504,104.49089884466342,33.885361369106484,77.3835375164866,48.81717462211691,-271.6522116146236,-11.505639692818983,15.02681299319973,410.6516034122521,847.6789648240955,257.1682636379308,-1410.8421906448511
2.656,7.108425462332523,117.55437772979931,110.53343713692509,31.9855308958326,78.15556360967165,49.876665839524804,-248.5434337727801,-10.966816956522747,16.609708539525545,413.57259993700956,841.0672650165885,242.28196956056175,-1398.2590296034266
2.66,5.447378505041584,116.61932278368803,116.5232799079002,29.880302731626195,79.1243644331666,50.84391806576059,-223.97382976525003,-10.298304059596825,18.14359363139517,417.08802137920173,831.1195961887512,215.52080389977317,-1382.6729941668461
