TIME,TORSO_PELVIC_ANGLE_Z,LT_ELBOW_ANGLE_X,LT_SHOULDER_ANGLE_Z,LT_SHOULDER_ANGLE_X,LT_SHOULDER_ANGLE_Y,RT_KNEE_ANGLE_X,RT_KNEE_ANGULAR_VELOCITY,TORSO_ANGLE_X,TORSO_ANGLE_Y,PELVIC_ANGULAR_VELOCITY,TORSO_ANGULAR_VELOCITY,LT_ELBOW_ANGULAR_VELOCITY,LT_SHOULDER_ANGULAR_VELOCITY
2.32,24.14458669563554,113.65501383527054,66.42457585243737,35.623658530681354,105.44099195021602,48.768745514483314,-137.81998386293162,9.695832593587502,-2.486104983031066,485.68834654607605,676.9466127425394,14.165014061418866,-776.8041674007954
2.324,23.362269428552363,113.68674825172532,69.49372156776228,35.38597035584653,104.28417758365123,49.34521913975788,-127.95492888788137,9.067748167459495,-1.7562924219797054,497.5780908526071,705.4672985218066,-30.858224513494193,-800.1223557270822
2.328,22.534033955024576,113.90971762098279,72.67892305038697,35.08197386446934,102.92821761485867,49.88185803926704,-114.5763180898711,8.53533779670526,-0.9434982048076228,509.3738762404293,725.7243776042176,-78.32507720880463,-837.3523832849042
2.332,21.690138717257373,114.32117793852537,76.03555293120172,34.709054704980325,101.4421636338192,50.36410529039049,-98.74817027842484,8.090239457103364,-0.06390596128774567,521.4016797502455,739.6604914427471,-122.24646657005857,-884.8671651647714
2.336,20.85069311761183,114.89493450850242,79.60046762629692,34.25861599859804,99.90939568820421,50.78061551764895,-81.3854658145209,7.718983456414326,0.8613099598960023,534.0208312227062,750.3231478859981,-157.33470503711393,-938.0597129912409
2.34,20.02267291254248,115.58590033578437,83.38910090418283,33.71666905865595,98.41889511062143,51.12303495407289,-63.18580850246864,7.40482371057468,1.8082904970533495,547.5291348912917,761.1399279589315,-179.7798951767144,-992.1640354998993
2.344,19.19997234248841,116.33740654375515,87.39617437956265,33.0652387753904,97.05613197936648,51.385590182656486,-44.60324413649951,7.13014501475876,2.7532719882613743,562.0232640311649,775.0679790824132,-187.78034805373898,-1043.0949445991484
2.348,18.3664249015486,117.09003771968014,91.59982962106807,32.28443663249346,95.89502239085155,51.564516971938076,-25.851786103778863,6.879230399314971,3.675262053760158,577.2473170263053,793.8270107091156,-181.72044588030215,-1088.1389915535249
2.352,17.50097877580245,117.79040615631487,95.96830035199619,31.354858233486777,94.99210078031575,51.6573738632129,-6.932783471366806,6.641009869697501,4.558099776640594,592.4816650173842,817.4259323124033,-163.93895817936624,-1126.3528474914765
2.356,16.58364385169919,118.3981684086008,100.4677310983444,30.25989664235291,94.38355095700446,51.662337333657085,12.311928900532092,6.41132213378245,5.391571792665183,606.525221057637,844.1300951237291,-138.1075255617588,-1158.5861861649564
2.36,15.600625785919847,118.88983524049671,105.0695555112877,28.98772076892977,94.08514432169387,51.577636760375334,32.11683279376766,6.1942504092895625,6.171484566655416,617.8065983124743,870.897668544646,-108.33276767544045,-1187.1286728813552
2.364,14.54734310643245,119.2585649281833,109.75601449506797,27.532935956593324,94.09452744788027,51.401316695604855,52.68175918213131,6.002249533054331,6.898805509920768,624.6287392792202,894.1746391399929,-78.17614428520596,-1215.0623839779166
2.368,13.428728345419264,119.51003129128935,114.52285029743724,25.898098786891257,94.39481150960827,51.13147481978609,74.04986380335203,5.855022231183134,7.578133971826142,625.5136281814957,910.8270767766271,-49.81297938489473,-1245.458900792963
2.372,12.257097971570992,119.65533053594339,119.37880992634675,24.09517185039647,94.95820230511158,50.76699911865011,96.00825364997579,5.777348883460472,8.215826990102872,619.5765518025756,918.9470901724924,-23.503330128204585,-1280.5777522256649
2.376,11.048609483820004,119.70242113595589,124.3421485486801,22.146737633625428,95.7485736078221,50.308633212112895,118.05529518010101,5.796245520101936,8.81809937771619,606.8352513816682,918.3099420263705,2.558053216271012,-1321.1950632138603
2.38,9.819647235763396,119.6476372073473,129.43468263568104,20.0865220090991,96.7224009056205,49.75999355888467,139.4719442923951,5.937875642394329,9.389376134761577,588.3606131066031,910.3692165721608,32.05333041503958,-1366.1309904997452
2.384,8.584304990703814,119.46849409492249,134.67404114848782,17.958687518497772,97.82817375552409,49.12804029189447,159.50572826509455,6.224593594116051,9.931120234737325,566.2066390434927,897.8161440040416,70.11411536483254,-1411.9808176364152
2.388,7.353575618565997,119.11858366160632,140.06467805362274,15.815551620518209,99.00505384236968,48.422553598865214,177.6320015865816,6.672413943006645,10.441292056999014,543.1106831545844,883.8498299662995,122.75002544242463,-1453.0187774421001
2.392,6.136166609230073,118.52506100110797,145.58811760378822,13.71384460453907,100.18193344248277,47.654418774806686,193.8159148275761,7.289134317701121,10.914504697262894,522.0139179209943,871.3701698856827,196.18654995140994,-1481.2502478905446
2.396,4.9402937506039155,117.58911762601494,151.1929677965994,11.710168626798342,101.2780831419061,46.83291252752183,208.6808874523662,8.073297069506697,11.342814112144923,505.49858382576883,862.3035599032686,296.12465538217464,-1486.6255706798247
2.4,3.775525656323476,116.18983949953028,156.78550238955782,9.856677263201972,102.20629103702144,45.96257463013799,223.50695520814045,9.01413346969874,11.716942724937379,495.25991485295435,857.2144957938157,426.920502626414,-1457.4697845569303
2.404,2.6538011338387246,114.1918211439863,162.22199507352101,8.197947534533444,102.87888074806261,45.04049247762371,240.03125142517715,10.092560118571033,12.027625246730816,491.72344265327047,855.2662972182478,590.7036550415327,-1381.201374577283
